id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,decade,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source,in_california
70160570,34,44.4717,-123.8039,,,"Alsea River near Waldport, Oregon",[],Alsea,,"Benton County, Oregon (adjacent to California)",01/01/1957-12/31/1957,,['Number of Fish'],Stream Discharge,"['Alsea River', 'Silver']",70160570_34,44.4717,-123.8039,Stream discharge,,1957,1957,[1957],SINGLE_YEAR,,FALSE,1950,44.4717,-123.8039,inferred_latitude,inferred_longitude,inferred,FALSE
70160570,34,43.1608,-124.2614,,,"Coquille River near Bandon, Oregon",[],South Coos,,"Coos County, Oregon (adjacent to California)",01/01/1957-12/31/1957,,['Number of Fish'],Stream Discharge,"['Coquille River', 'Silver']",70160570_34,43.1608,-124.2614,Stream discharge,,1957,1957,[1957],SINGLE_YEAR,,FALSE,1950,43.1608,-124.2614,inferred_latitude,inferred_longitude,inferred,FALSE
553,19,,,42.391,-123.6481,"SW1 sec. 32, T. 38 S., R. 4 E., below Willow Creek, Oreg.","['SW1 sec. 32, T. 38 S., R. 4 E.']",Beaver Creek,"Josephine County, Oregon",,05/01/1942-09/30/1942,Daily (1942),CFS,Stream Discharge,"['Creek', 'Discharge']",553_19,42.391,-123.6481,Stream discharge,,1942,1942,[1942],SINGLE_YEAR,,FALSE,1940,42.391,-123.6481,actual_latitude,actual_longitude,actual,FALSE
553,19,,,45.7789,-118.7228,"Sec. 12, T. 39 S., R. 13 E., near Lorella, Oreg.","['Sec. 12, T. 39 S., R. 13 E.']",Gerber Reservoir (elevation and discharge),"Umatilla County, Oregon",,05/01/1926-09/30/1942,Daily (1926-1942),CFS,Reservoir,"['Reservoir', 'Elevation', 'Discharge']",553_19,45.7789,-118.7228,Reservoir,,1926,1942,[1926 1942],EXACT_RANGE,,FALSE,1920,45.7789,-118.7228,actual_latitude,actual_longitude,actual,FALSE
553,19,,,44.8589,-117.9375,"Intake, near southeast corner of sec. 7, T. 41 S., R. 11 E., Oreg.","['sec. 7, T. 41 S., R. 11 E.']","""J"" Canal","Baker County, Oregon",,05/01/1923-09/30/1942,Daily (1923-1942),CFS,Irrigation,"['Canal', 'Discharge']",553_19,44.8589,-117.9375,Irrigation,,1923,1942,[1923 1942],EXACT_RANGE,,FALSE,1920,44.8589,-117.9375,actual_latitude,actual_longitude,actual,FALSE
553,19,,,42.6838,-122.7987,"SE:SE: sec. 20, T. 39 S., R. 3 E., 50 feet below diversion dam, 12 miles east of Ashland, oreg","['SE:SE: sec. 20, T. 39 S., R. 3 E.']",Keene Creek,"Jackson County, Oregon",,05/01/1940-09/30/1942,Daily (1940-1942),CFS,Stream Discharge,"['Creek', 'Discharge']",553_19,42.6838,-122.7987,Stream discharge,,1940,1942,[1940 1942],EXACT_RANGE,,FALSE,1940,42.6838,-122.7987,actual_latitude,actual_longitude,actual,FALSE
251,358,,,33.016667,-111.475,5 miles west of Florence,"['SEIS31 sec. 1, T. 5 S., R. 8 E.']",Pierson-Nicholas Canal,,"Pinal County, Arizona",10/1914-09/1915,daily (specifically once daily),"{'Discharge': 'second-feet', 'Runoff': {'Second-foot-days': 'unit not specified', 'Acre-feet': 'acre-feet'}}",Stream Discharge,"['discharge', 'stream', 'irrigation', 'Pierson-Nicholas Canal']",251_358,33.016667,-111.475,Stream discharge,,1914,1915,[1914 1915],EXACT_RANGE,,FALSE,1910,33.016667,-111.475,actual_latitude,actual_longitude,actual,FALSE
251,358,,,33.3,-111.3,"1 mile downstream from Whitlow dam site, 11 miles west of Superior","['sec. 35, T. 1 S., R. 10 E.']",Queen Creek,,"Maricopa County, Arizona","{'Monthly_Discharge_Range': 'Jan 1896-Dec 1899', 'Yearly_Discharge_Range': 'Jan 1897-Aug 1899', 'Gage_Height_Range': 'Feb 1915-Sep 1915', 'Full_Record_Range': 'Oct 1915-Sep 1920'}","{'1896-99': 'yearly', '1915-16': 'monthly and gage heights', '1915-20': 'monthly discharge'}","{'Discharge': 'second-feet', 'Runoff': 'unit not specified', 'Gage_Height': 'feet'}",Stream Discharge,"['Queen Creek', 'discharge', 'Whitlow dam', 'gage heights']",251_358,33.3,-111.3,Stream discharge,,1896,1920,[1896 1897 1899 1915 1920],MULTI_YEARS_OR_RANGES,,FALSE,1890,33.3,-111.3,actual_latitude,actual_longitude,actual,FALSE
2913,48,,,41.9388889,-110.9847222,"near Cokeville, Wyo.","['SESE1 sec. 25', 'T. 23 N., R. 120 W.']",Bear River below Pixley Dam,unknown,"Lincoln County, Wyo.",1941-12-31 to 1944-09,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['discharge', 'gage height', 'runoff', 'irrigation']",2913_48,41.9388889,-110.9847222,Stream discharge,,1941,1944,[1941 1944],EXACT_RANGE,,FALSE,1940,41.9388889,-110.9847222,actual_latitude,actual_longitude,actual,FALSE
2913,48,,,42.0388889,-110.9513889,"near Cokeville, Wyo.","['SWàSE1 sec. 20', 'T. 24 N., R. 119 W.']",Bear River above Sublette Creek,unknown,"Lincoln County, Wyo.",1948-12-31 to 1950-09,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['discharge', 'gage height', 'runoff', 'irrigation']",2913_48,42.0388889,-110.9513889,Stream discharge,,1948,1950,[1948 1950],EXACT_RANGE,,FALSE,1940,42.0388889,-110.9513889,actual_latitude,actual_longitude,actual,FALSE
251,190,31.7833,-110.8167,31.7833,-110.8167,"Head of Safford Valley, near Solomonsville, Ariz.",[],Gila River,,"Pima County, Arizona",10/1926-09/1931,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acres-inches']}",Stream Discharge,"['Discharge', 'Runoff', 'Second-foot-days', 'Acres-inches']",251_190,31.7833,-110.8167,Stream discharge,,1926,1931,[1926 1931],EXACT_RANGE,,FALSE,1920,31.7833,-110.8167,actual_latitude,actual_longitude,actual,FALSE
1553,291,42.6785,-120.7556,,,"Near Silver Lake, Oregon",[],Long Creek,,"Lake County, Oregon","{'Start_Date': 'May 10, 1921', 'End_Date': 'August 31, 1921'}",Daily for discharge measurements; specific dates for other records,"{'Gage_height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge Measurements', 'Gage Height', 'Stream Bed', 'Vertical Sod Banks', 'Beaver Dam Control', 'Maximum and Minimum Stage', 'Daily Discharge']",1553_291,42.6785,-120.7556,Stream discharge,,1921,1921,[1921],SINGLE_YEAR,,FALSE,1920,42.6785,-120.7556,inferred_latitude,inferred_longitude,inferred,FALSE
2447,318,37.966667,-110.766667,,,"Hite, Utah",[],Colorado River Main Stem,,"San Juan County, Utah",1947-05-12 to 1958-06-01,Variable (dates listed),"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Peak stages', 'discharges', 'gage height', 'cfs']",2447_318,37.966667,-110.766667,Stream discharge,,1947,1958,[1947 1958],EXACT_RANGE,,FALSE,1940,37.966667,-110.766667,inferred_latitude,inferred_longitude,inferred,FALSE
2447,318,37.766667,-111.683333,37.766667,-111.683333,"Escalante, Utah","['NE1 sec. 16, T.35 S., R.2 E.']",North Creek near Escalante,,"Garfield County, Utah",1951-08-02 to 1955-00-00,Variable (dates listed),"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['annual peaks', 'gage height', 'discharge']",2447_318,37.766667,-111.683333,Stream discharge,,1951,1955,[1951 1955],EXACT_RANGE,,FALSE,1950,37.766667,-111.683333,actual_latitude,actual_longitude,actual,FALSE
2447,318,37.8625,-111.6375,37.8625,-111.6375,"Escalante, Utah","['SW1 sec. 12, T.34 S., R.2 E.']",Pine Creek near Escalante,,"Garfield County, Utah",,Variable (dates listed),"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['gage height', 'discharge', 'slope-area measurement']",2447_318,37.8625,-111.6375,Stream discharge,,,,,UNPARSED,,TRUE,,37.8625,-111.6375,actual_latitude,actual_longitude,actual,FALSE
1139,186,44.5,-117.3,,,"near Lorella, Oreg.",[],Miller Creek,Malheur County (Oreg.),,01/1906-12/1906,Monthly,second-feet,Stream Discharge,"['discharge', 'second-feet']",1139_186,44.5,-117.3,Stream discharge,,1906,1912,[1906 1912],EXACT_RANGE,,FALSE,1900,44.5,-117.3,inferred_latitude,inferred_longitude,inferred,FALSE
1139,186,42.1,-121.9,,,"near Crystal, Oreg.",[],Cherry Creek (North Fork),Klamath County (Oreg.),,09/01/1906-09/01/1906,Single Measurement,second-feet,Stream Discharge,"['discharge', 'second-feet']",1139_186,42.1,-121.9,Stream discharge,,1906,1909,[1906 1909],EXACT_RANGE,,FALSE,1900,42.1,-121.9,inferred_latitude,inferred_longitude,inferred,FALSE
1139,186,42.4,-121.7,,,"near Klamath Agency, Oreg.",[],Crooked Creek,Klamath County (Oreg.),,08/31/1906-08/31/1906,Single Measurement,second-feet,Stream Discharge,"['discharge', 'second-feet']",1139_186,42.4,-121.7,Stream discharge,,1906,1908,[1906 1908],EXACT_RANGE,,FALSE,1900,42.4,-121.7,inferred_latitude,inferred_longitude,inferred,FALSE
1139,186,42.2,-121.9,,,"near Doris, Cal.",[],Doris Creek,Klamath County (Cal.),,03/22/1906-09/26/1906,Multiple Measurements,second-feet,Stream Discharge,"['discharge', 'second-feet']",1139_186,42.2,-121.9,Stream discharge,,1906,1909,[1906 1909],EXACT_RANGE,,FALSE,1900,42.2,-121.9,inferred_latitude,inferred_longitude,inferred,FALSE
1139,186,42.3,-121.7,,,"near Fort Klamath, Oreg.",[],Fort Oreeh (near Fort Klamath),Klamath County (Oreg.),,08/31/1906-08/31/1906,Single Measurement,second-feet,Stream Discharge,"['discharge', 'second-feet']",1139_186,42.3,-121.7,Stream discharge,,1906,1908,[1906 1908],EXACT_RANGE,,FALSE,1900,42.3,-121.7,inferred_latitude,inferred_longitude,inferred,FALSE
2447,57,41,-110,,,"[{'Townships_Ranges_Sections': ['near station, Wyo', 'Bridge, Wyo', 'Warren Daniel, Sherman Daniel', 'Daniel Creek', 'Beaver Horse Horse Horse Green'], 'KeyTerms': ['River', 'Creek']}, {'Townships_Ranges_Sections': ['Lake, Fremont above Creek', 'Pine Lake Wyo Half Fremont Pinedale, Little at below Creek Pine Pine Pole'], 'KeyTerms': ['Lake', 'Creek', 'Fremont']}, {'Townships_Ranges_Sections': ['Wyo Boulder, near Fork Fall New', 'Boulder below Creek Boulder'], 'KeyTerms': ['Boulder', 'Fork', 'Creek']}]",,Green River,,"Green River basin, Wyoming region",05/01/1918-06/30/1965,5 years,"[{'Measurement_Type': 'Volume/Flow', 'Unit': 'cubic feet per second'}, {'Measurement_Type': 'Water Level/Ahead', 'Unit': 'feet'}]",Stream Discharge,"['Green River', 'basin', 'River']",2447_57,41,-110,Stream discharge,,1918,1965,[1918 1965],EXACT_RANGE,,FALSE,1910,41,-110,inferred_latitude,inferred_longitude,inferred,FALSE
3146,186,37.1,-110.6,,,"At bridge on State Highway 47, 1,800 feet downstream from gaging station, 20 miles southwest of Bluff, and 114 miles upstream from mouth.",[],SAN JUAN RIVER NEAR BLUFF,"San Juan County, Utah",,"{'Chemical_Analyses': 'February to June 1927, October 1929 to September 1965', 'Water_Temperatures': 'May 1944 to September 1961, October 1964 to September 1965', 'Sediment_Records': 'August to September 1928, July 1929 to September 1965'}","{'Chemical_Analyses': 'Variable dates', 'Water_Temperatures': 'Monthly intervals (e.g., May 1944 - September 1965)', 'Sediment_Records': 'Varied dates'}","{'Dissolved_Solids': 'ppm', 'Hardness': 'ppm', 'Specific_Conductance': 'micromhos at 25°C', 'Water_Temperatures': '°F', 'Sediment_Concentrations': 'ppm', 'Sediment_Loads': 'tons per day'}",Stream Discharge,"['Chemical analyses', 'water temperatures', 'sediment records', 'dissolved solids', 'specific conductance']",3146_186,37.1,-110.6,Stream discharge,,1927,1965,[1927 1928 1929 1944 1961 1964 1965],MULTI_YEARS_OR_RANGES,,FALSE,1920,37.1,-110.6,inferred_latitude,inferred_longitude,inferred,FALSE
499,309,,,42.7,-121.9833333,highway bridge a quarter of a mile east of Fort Klamath,"['T. 33 S., R. 71 E., sec. 22']",Wood River at Fort Klamath,"Klamath County, Oregon",,08/1911-09/1936,Daily,second-feet,Stream Discharge,"['discharge', 'gage height', 'stream']",499_309,42.7,-121.9833333,Stream discharge,,1911,1936,[1911 1936],EXACT_RANGE,,FALSE,1910,42.7,-121.9833333,actual_latitude,actual_longitude,actual,FALSE
3150,121,40.4642,-112.2871,,,"White River near Watson, Utah",[],WHITE RIVER NEAR WATSON,,"Tooele County, Utah",10/01/1966-09/30/1967,Daily to weekly measurements over the period of October 1966 to September 1967,"['parts per million', 'micro-mhos at 25°C', 'tons/day', 'cfs (cubic feet per second)']",Stream Discharge,"['pH', 'Specific conductance', 'Sodium absorption ratio', 'Hardness as CaCO3', 'Dissolved solids', 'Boron', 'Nitrate (NO2)', 'Fluoride (F)', 'Chloride (Cl)', 'Sulfate (SO4)', 'Carbonate (CO2)', 'Bicarbonate (HCO3)', 'Potassium (K)', 'Sodium (Na)', 'Magnesium (Mg)', 'Calcium (Ca)', 'Silica (SiO2)', 'Mean discharge']",3150_121,40.4642,-112.2871,Stream discharge,,1966,1967,[1966 1967],EXACT_RANGE,,FALSE,1960,40.4642,-112.2871,inferred_latitude,inferred_longitude,inferred,FALSE
194,165,36.9908,-112.1833,,,"Paria River Basin near Lees Ferry, Arizona",[],"PARIA RIVER AT LEES FERRY, ARIZ",,"Coconino County, Arizona",10/01/1963-09/30/1964,Daily,"{'Discharge': 'cfs (cubic feet per second)', 'Suspended_sediment_concentration': 'ppm (parts per million)', 'Suspended_sediment_load': 'tons per day'}",Stream Discharge,"['suspended sediment', 'mean discharge', 'cfs', 'ppm', 'tons per day']",194_165,36.9908,-112.1833,Stream discharge,,1963,1964,[1963 1964],EXACT_RANGE,,FALSE,1960,36.9908,-112.1833,inferred_latitude,inferred_longitude,inferred,FALSE
199,116,,,40.5388889,-108.0883333,"1 mile north of Maybell, Moffat County",[],YAMPA RIVER NEAR MAYBELL,Moffat County,,11/01/1950-09/30/1966,Daily to Monthly (Chemical analyses and water temperatures),"{'Temperature': '°F', 'Conductance': 'micromhos at 25°C', 'Hardness': 'as CaCO3', 'Dissolved Solids': 'parts per million, residue at 180°C', 'Discharge': 'cfs (cubic feet per second)'}",Stream Discharge,"['Chemical analyses', 'Water temperatures', 'Sediment records', 'Dissolved solids', 'Hardness', 'Specific conductance']",199_116,40.5388889,-108.0883333,Stream discharge,,1950,1966,[1950 1966],EXACT_RANGE,,FALSE,1950,40.5388889,-108.0883333,actual_latitude,actual_longitude,actual,FALSE
2063,237,38.97,-109.53,,,"Junction of Green and Grand rivers, southeastern Utah",[],Green-Grand Reservoir Site,,"San Juan County, Utah",1912-1914,,"['feet', 'acres', 'acre-feet']",Reservoir,"['reservoir', 'storage capacity', 'dam']",2063_237,38.97,-109.53,Reservoir,,1912,1914,[1912 1914],EXACT_RANGE,,FALSE,1910,38.97,-109.53,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.3689,-111.6536,,,"Provo, Utah",[],Utah Lake (head of River),,Salt Lake,1938-1950,Daily or monthly figures (calendar years),Not specified,Stream Discharge,"['Utah Lake', 'River']",3994_16,40.3689,-111.6536,Stream discharge,,1938,1950,[1938 1950],EXACT_RANGE,,FALSE,1930,40.3689,-111.6536,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.7596,-111.8914,,,"Charleston, Utah",[],"Snake Creek near Charleston, Utah",,Davis,1938-1950,Daily or monthly figures (calendar years),Not specified,Stream Discharge,['Snake Creek'],3994_16,40.7596,-111.8914,Stream discharge,,1938,1950,[1938 1950],EXACT_RANGE,,FALSE,1930,40.7596,-111.8914,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.4776,-111.5354,,,"Heber, Utah",[],"Daniels Creek: Strawberry River and Willow Creek ditches near Heber, Utah.",,Wasatch,1949-1960,Daily or monthly figures (calendar years),Not specified,Irrigation,"['Daniels Creek', 'Strawberry River', 'Willow Creek ditches']",3994_16,40.4776,-111.5354,Irrigation,,1949,1960,[1949 1960],EXACT_RANGE,,FALSE,1940,40.4776,-111.5354,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.4776,-111.5354,,,"Heber, Utah",[],"Hobble Creek ditch (Upper and Lower Hobble Creek ditches) near Heber, Utah.",,Wasatch,1949-1960,Daily or monthly figures (calendar years),Not specified,Irrigation,['Hobble Creek ditch'],3994_16,40.4776,-111.5354,Irrigation,,1949,1960,[1949 1960],EXACT_RANGE,,FALSE,1940,40.4776,-111.5354,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,41.6953,-112.0054,,,"Wallsburg, Utah",[],"Round Valley Creek near Wallsburg, Utah",,Box Elder,1938-1950,Daily or monthly figures (calendar years),Not specified,Stream Discharge,['Round Valley Creek'],3994_16,41.6953,-112.0054,Stream discharge,,1938,1950,[1938 1950],EXACT_RANGE,,FALSE,1930,41.6953,-112.0054,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.7514,-111.8829,,,"Charleston, Utah",[],"Deer Creek Reservoir near Charleston, Utah",,Davis,1940-present,Annual (water years),Not specified,Reservoir,['Deer Creek Reservoir'],3994_16,40.7514,-111.8829,Reservoir,,1940,,[1940],OPEN_ENDED_IGNORED,,TRUE,1940,40.7514,-111.8829,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.3633,-111.6559,,,"Near Charleston, Utah",[],"Provo River below Deer Creek Dam, Utah",,Utah,1953-present,Low-flow measurements (water years),Not specified,Stream Discharge,"['Provo River', 'Deer Creek Dam']",3994_16,40.3633,-111.6559,Stream discharge,,1953,,[1953],OPEN_ENDED_IGNORED,,TRUE,1950,40.3633,-111.6559,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.3715,-111.6413,,,"Wildwood, Utah",[],"North Fork Provo River at Wildwood, Utah",,Utah,1964-present,Low-flow measurements (water years),Not specified,Stream Discharge,['North Fork Provo River'],3994_16,40.3715,-111.6413,Stream discharge,,1964,,[1964],OPEN_ENDED_IGNORED,,TRUE,1960,40.3715,-111.6413,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.2178,-111.6557,,,"Near Provo, Utah",[],"Provo River at Vivian Park (Forks), Utah",,Utah,1911-1963,Annual (water peaks years),Not specified,Stream Discharge,"['Provo River', 'Vivian Park']",3994_16,40.2178,-111.6557,Stream discharge,,1911,1963,[1911 1963],EXACT_RANGE,,FALSE,1910,40.2178,-111.6557,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.3691,-111.7998,,,"Near American Fork, Utah",[],"American Fork above South Fork, near American Fork, Utah.",,Utah,1912-1914;1915*,Annual (water peaks years),Not specified,Stream Discharge,"['American Fork', 'South Fork']",3994_16,40.3691,-111.7998,Stream discharge,,1912,1915,[1912 1914 1915],MULTI_YEARS_OR_RANGES,,FALSE,1910,40.3691,-111.7998,inferred_latitude,inferred_longitude,inferred,FALSE
3994,16,40.4651,-111.5656,,,"Alpine, Utah",[],"Dry Creek near Alpine, Utah",,Wasatch,1947-1955,Daily or monthly figures (calendar years),Not specified,Stream Discharge,['Dry Creek'],3994_16,40.4651,-111.5656,Stream discharge,,1947,1955,[1947 1955],EXACT_RANGE,,FALSE,1940,40.4651,-111.5656,inferred_latitude,inferred_longitude,inferred,FALSE
2257,66,,,20.105,-155.1715,"Island of Hawaii, Hawaii",['Not Available'],Shaft 6,,Hawaii County,1937-12/31/1965,Monthly for detailed table and monthly from recorder graph,feet above mean sea level,Groundwater,"['ground-water levels', 'drilled wells', 'observation wells']",2257_66,20.105,-155.1715,Groundwater,,1937,1965,[1937 1965],EXACT_RANGE,,FALSE,1930,20.105,-155.1715,actual_latitude,actual_longitude,actual,FALSE
641,492,,,42.1666667,-122.4833333,"near Ashland, Oreg.","['T. 39 S. R. 3 E., swe sec. 16']",Keene Creek,"Jackson County, Oregon",,"{'Start_Date': '10/01/1948', 'End_Date': '09/30/1951'}",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Water-stage Height': 'feet'}",Stream Discharge,"['Keene Creek at Hyatt Prairie', 'Discharge measurements', 'Hyatt Prairie Reservoir Dam', 'stream discharge', 'cubic feet per second (cfs)', 'water-stage recorder']",641_492,42.1666667,-122.4833333,Stream discharge,,1948,1951,[1948 1951],EXACT_RANGE,,FALSE,1940,42.1666667,-122.4833333,actual_latitude,actual_longitude,actual,FALSE
1558,378,42.1833,-121.6833,,,"SW. 1/4 sec. 29, T. 39 S., R. 10 E.","['T. 39 S., R. 10 E., SW. 1/4 sec. 29']",Lost River Diversion Canal near Olene,"Klamath County, Oregon",,"03/14/1912-03/31/1916, 10/01/1918-09/30/1923",Daily,"{'Head on gates': 'Feet', 'Total gate openings': 'Feet', 'Area of orifices': 'Square feet', 'Gage height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge', 'Gage height', 'Gate openings', 'Head on gates']",1558_378,42.1833,-121.6833,Stream discharge,,1912,1923,[1912 1916 1918 1923],MULTI_YEARS_OR_RANGES,,FALSE,1910,42.1833,-121.6833,inferred_latitude,inferred_longitude,inferred,FALSE
3146,261,,,32.866667,-110.666667,"Near Winkelman, Arizona",,San Pedro River,Gila County,Gila County,10/01/1964-03/31/1965,Daily,"{'Discharge': 'cfs', 'Concentration': 'ppm', 'Sediment_Load': 'Tons per day'}",Stream Discharge,"['Suspended sediment', 'Mean discharge', 'Tons per day']",3146_261,32.866667,-110.666667,Stream discharge,,1964,1965,[1964 1965],EXACT_RANGE,,FALSE,1960,32.866667,-110.666667,actual_latitude,actual_longitude,actual,FALSE
3146,305,40.7,-111.9,,,"At gaging station at east boundary of Hogle Garden Zoo near mouth of canyon, and 4 miles southeast of Salt Lake City",[],Emigration Creek,,"Salt Lake County, Utah",10/12/1964-09/20/1965,Monthly (assuming regular intervals between dates provided),"{'pH': '', 'Specific_Conductance_microatmhos': '25°C', 'Sodium_Absorption_Ratio': '', 'Hardness_CaCO3_NonCarbonate': '', 'Hardness_CalciumMagnesium': '', 'Solids_180C_Tons_Per_Day': '', 'Solids_180C_Tons_Per_Acre_Foot': '', 'Dissolved_Residue_Parts_Per_Million': '', 'Boron_B': '', 'Nitrate_NO': '', 'Fluoride_F': '', 'Chloride_Cl': '', 'Sulfate_SO4': '', 'Carbonate_CO3': '', 'Bicarbonate_HCO3': '', 'Potassium_K': '', 'Sodium_Na': '', 'Magnesium_Mg': '', 'Calcium_Ca': '', 'Iron_Fe': '', 'Silica_SiO2': '', 'Mean_Discharge_cfs': ''}",Stream Discharge,"['Chemical analyses', 'Discharge (cfs)', 'Specific conductance', 'Sodium absorption ratio']",3146_305,40.7,-111.9,Stream discharge,,1964,1965,[1964 1965],EXACT_RANGE,,FALSE,1960,40.7,-111.9,inferred_latitude,inferred_longitude,inferred,FALSE
3931,23,39.3,-111.6,,,Utah,[],Twin Creek tunnel,,Utah,,,,Irrigation,['Tunnel'],3931_23,39.3,-111.6,Irrigation,,,,,UNPARSED,,TRUE,,39.3,-111.6,inferred_latitude,inferred_longitude,inferred,FALSE
3931,23,40.4,-111.9,,,Utah,[],Utah Lake,,Utah,,,,Reservoir,['Lake'],3931_23,40.4,-111.9,Reservoir,,,,,UNPARSED,,TRUE,,40.4,-111.9,inferred_latitude,inferred_longitude,inferred,FALSE
1136,342,44.3333,-123.2667,,,"Near Lorella, Oreg.",[],Miller Creek,,"Lorella is a fictional or mislabeled location, likely referring to an area in Oregon; no direct county can be inferred for California.",01/16/1907-12/31/1908,Daily,feet,Stream Discharge,"['Daily gage height', 'Miller Creek', 'stream discharge', 'gage']",1136_342,44.3333,-123.2667,Stream discharge,,1907,1912,[1907 1908 1912],MULTI_YEARS_OR_RANGES,,FALSE,1900,44.3333,-123.2667,inferred_latitude,inferred_longitude,inferred,FALSE
15,242,42.1167,-120.5833,,,"Near Lakeview, Oreg.","['T. 40 S., R. 18 E., SW1 sec. 3']",Drews Reservoir,,"Lake County, Oregon",10/01/1913-09/30/1950,Monthly,acre-feet,Reservoir,"['Drews Reservoir', 'Lakeview', 'Oregon', 'acre-feet']",15_242,42.1167,-120.5833,Reservoir,,1913,1950,[1913 1950],EXACT_RANGE,,FALSE,1910,42.1167,-120.5833,inferred_latitude,inferred_longitude,inferred,FALSE
3089,528,,,42.133333,-121.961111,on left bank 1.7 miles northwest of Keno and 4.5 miles upstream from Spencer Creek,['T39S R7E Sec3'],Klamath River at Keno,,Klamath County,"06/01/1904-12/31/1913, 10/01/1929-09/30/1965","Monthly discharge only October to December 1929, then daily","{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",Stream Discharge,"['monthly discharge', 'daily discharge', 'stream gauge', 'water year']",3089_528,42.133333,-121.961111,Stream discharge,,1904,1965,[1904 1912 1913 1929 1965],MULTI_YEARS_OR_RANGES,,FALSE,1900,42.133333,-121.961111,actual_latitude,actual_longitude,actual,FALSE
3930,16,40.5033,-106.8407,,,"Steamboat Springs, Colo",[],Yampa River at Steamboat Springs,"Routt County, Colorado",,1904-06-01-1933-12-31,varied by years with specific periods like 1904-6; 1909-13,(sq mi),Stream Discharge,"['Yampa River', 'Steamboat Springs']",3930_16,40.5033,-106.8407,Stream discharge,,1904,1933,[1904 1906 1933],MULTI_YEARS_OR_RANGES,,FALSE,1900,40.5033,-106.8407,inferred_latitude,inferred_longitude,inferred,FALSE
3930,16,40.5833,-107.9833,,,"near Craig, Colo",[],Elkhead Creek near Craig,"Moffat County, Colorado",,1906-01-01-1918-12-31,varied by years with specific periods like 1906; 1909-13,(sq mi),Stream Discharge,"['Elkhead Creek', 'Craig']",3930_16,40.5833,-107.9833,Stream discharge,,1906,1918,[1906 1918],EXACT_RANGE,,FALSE,1900,40.5833,-107.9833,inferred_latitude,inferred_longitude,inferred,FALSE
3930,16,40.5333,-107.9833,,,"Hamilton, Colo",[],Williams Fork (River) at Hamilton,"Moffat County, Colorado",,1904-01-01-1927-12-31,varied by years with specific periods like 1904-6; 1909-13,(sq mi),Stream Discharge,"['Williams Fork', 'Hamilton']",3930_16,40.5333,-107.9833,Stream discharge,,1904,1927,[1904 1927],EXACT_RANGE,,FALSE,1900,40.5333,-107.9833,inferred_latitude,inferred_longitude,inferred,FALSE
3930,16,39.9667,-108.6333,,,"near Slater, Colo",[],Little Snake River near Slater,"Rio Blanco County, Colorado",,1942-01-01-1950-12-31,varied by years with specific periods like 1942-47,(sq mi),Stream Discharge,"['Little Snake River', 'Slater']",3930_16,39.9667,-108.6333,Stream discharge,,1942,1950,[1942 1950],EXACT_RANGE,,FALSE,1940,39.9667,-108.6333,inferred_latitude,inferred_longitude,inferred,FALSE
3930,16,40.3333,-107.5833,,,"near Maybell, Colo",[],Yampa River near Maybell,"Routt County, Colorado",,1904-01-01-1933-12-31,varied by years with specific periods like 1904-5; 1910-12,(sq mi),Stream Discharge,"['Yampa River', 'Maybell']",3930_16,40.3333,-107.5833,Stream discharge,,1904,1933,[1904 1933],EXACT_RANGE,,FALSE,1900,40.3333,-107.5833,inferred_latitude,inferred_longitude,inferred,FALSE
