id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
3089,395,39.2833,-123.0167,39.2833,-123.0167,"near Potter Valley, Calif.","['[TRS, TRS, ...]']",Potter Valley powerhouse tailrace,Mendocino County,Mendocino County,10/01/1961-09/30/1962,Daily,Cubic feet per second,Stream Discharge,"['Discharge', 'Cubic feet per second', 'Tailrace']"
3089,395,39.2833,-123.0167,39.2833,-123.0167,"near Potter Valley, Calif.","['[TRS, TRS, ...]']",Potter Valley powerhouse tailrace,Mendocino County,Mendocino County,10/01/1962-09/30/1963,Daily,Cubic feet per second,Stream Discharge,"['Discharge', 'Cubic feet per second', 'Tailrace']"
1554,400,32.8,-117.2,,,"Near Lakeside, California; Old Town bridge, North San Diego, California; South Fork of San Diego River near Alpine, California",[],San Diego River,San Diego County,,06/26/1922-12/26/1922,"Variable, dates range from January 7 to December 26, 1922","{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['San Diego River', 'Pacific Ocean', 'Discharge', 'Sec.-ft.']"
1554,400,32.9,-116.9,,,"Entrance, South Fork siphon; South Fork of San Diego River; Chocolate Creek; Tunnel No. 5 near Lakeside; Grossmont, California",[],Cuyamaca Water,San Diego County,,01/17/1922-09/15/1922,"Variable, dates range from January 17 to September 15, 1922","{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Cuyamaca Water', 'Diverts from San Diego River', 'Discharge']"
1554,400,32.8,-117.0,,,"Intake at Grossmont, California; Outlet at La Mesa, California",[],La Mesa ditch,San Diego County,,02/09/1922-06/26/1922,"Variable, dates range from February 9 to June 26, 1922","{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['La Mesa ditch', 'Diverts from Cuyamaca flume']"
1554,400,32.9,-116.6,,,"Mouth near Alpine, California",[],South Fork of San Diego River,San Diego County,,02/16/1922-09/15/1922,"Variable, dates range from February 16 to September 15, 1922","{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['South Fork of San Diego River', 'Discharge']"
383,286,42.5,-121.8,,,"near Lorella, Oregon",['N/A'],Miller Creek,,Klamath County,01/12/1918-09/30/1918,Monthly,"second-feet for discharge, acre-feet for run-off",Stream Discharge,"['Monthly discharge', 'second-feet']"
383,286,,,42.4,-121.7,"SW. 1 sec. 14, T. 39 S., R. 10 E., at flume on F canal of Klamath project that crosses Lost River at Olene, Oregon","['SW. 1 sec. 14, T. 39 S., R. 10 E.']",Olene Wasteway,Klamath County,,05/01/1918-09/30/1918,Daily,second-feet for discharge,Stream Discharge,"['Daily discharge', 'second-feet', 'wasteway']"
56362,190,,,37.4616667,-121.7683333,"San Jose, California","['T.5 S., R.2 E., sec. 32']",Arroyo Hondo Near San Jose,Santa Clara County,,10/01/1968-Current Year,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage_Height': 'feet (ft) and meters (m)'}",Stream Discharge,"['stream discharge', 'gage height', 'cubic feet per second']"
2913,110,,,42.4,-112.4,"NW1 sec. 8, T. 12 S., R. 35 E., a quarter of a mile downstream from Dairy Creek, 2 miles north of Daniels, 4 miles upstream from Little Malad River, and 17 miles northwest of Malad City","['NW1 sec. 8, T. 12 S., R. 35 E.']",Wright Creek,not specified,"Camas County, Idaho (inferred)",1932-10/01/1931-11/24,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['Staff gage', 'Cipolletti weir', 'Discharge', 'Runoff']"
2913,110,,,42.3333,-112.4333,"Lat 42°20', long 112°26' on line between sections 35 and 36, T. 12 S., R. 34 E., three-quarters of a mile upstream from county road bridge, 2 miles downstream from Wright Creek, 2 miles downstream from springs, 212 miles upstream from Elkhorn Dam, and 14 miles northwest of Malad City","['between sections 35 and 36, T. 12 S., R. 34 E.']",Little Malad River,not specified,"Bear Lake County, Idaho (inferred)",1911-12/31 to 1950-09,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['Staff gage', 'Cipolletti weir', 'Discharge', 'Runoff']"
70038676,508,,,38.909444,-122.613333,"NE1/4 NE1/4 sec 10, T.12 N., R.7 W.","['T.12 N., R.7 W., sec 10']",Seigler Creek at Lower Lake,Lake County,,10/1969-09/1970,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['stream discharge', 'cubic feet per second', 'gage height', 'water-stage recorder']"
4561,271,42.3542,-121.9606,,,"NE 1/4 sec. 3; T. 35 S., R. 7 E., half a mile above mouth and same distance above Southern Pacific Railroad bridge, about three-fourths mile south of Chiloquin","['T. 35 S., R. 7 E., NE 1/4 sec. 3']",Sprague River at Chiloquin,Klamath County,,07/25/1911-09/30/1917,Daily (based on daily gage readings),"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge', 'Channel and Control', 'Diversion Dam', 'Sprague River']"
56808,127,38.5,-121.3,,,"Near Olinda, CA",[],Creek near Olinda,Sacramento County,Sacramento County,10/23/1977-05/06/1978,Hourly to Daily,"{'Stream-Flow': 'CFS (cubic feet per second)', 'Temperature': 'DEG C (degrees Celsius)', 'Suspended Sediment Concentration': 'MG/L (milligrams per liter)', 'Sediment Discharge Charge': 'T/DAY', 'Turbidity': 'NTU (Nephelometric Turbidity Units)'}",Stream Discharge,"['stream-flow', 'temperature', 'suspended sediment concentration', 'sediment discharge charge', 'turbidity']"
3146,608,39.7,-123.4,,,Eel River Basin,[],EEL RIVER ABOVE DOS RIOS,,"Mendocino County, California",10/12/1964-01/24/1965,Daily,"{'Sediment_Discharge': 'tons/day', 'Sediment_Concentration': 'ppm', 'Discharge': 'cfs', 'Water_Temperature': '°F'}",Stream Discharge,"['suspended sediment', 'water year', 'discharge (cfs)', 'sediment concentration']"
4740,50,,,37.0,-121.5,"near Madrone, California",[],Coyote River,"Santa Clara County, California",,01/01/1900-12/31/2000,,,Stream Discharge,"['discharge', 'precipitation']"
4740,50,,,45.8,-114.1,Montana,[],Little Bitterroot River,"Ravalli County, Montana",,01/01/1900-12/31/2000,,,Stream Discharge,"['channel', 'ancient', 'discharge']"
4740,50,,,45.8,-114.1,Montana,[],Little Bitterroot Valley Artesian Water,"Ravalli County, Montana",,01/01/1900-12/31/2000,,,Groundwater,"['artesian water', 'irrigation']"
4740,50,,,48.3,-114.2,Montana,[],Flathead Lake Water,"Lake County, Montana",,01/01/1900-12/31/2000,,,Reservoir,"['water', 'analyses']"
4740,50,,,37.1,-121.9,"Morgan Hill area, California",[],Morgan Hill Groundwater for Irrigation,"Santa Clara County, California",,01/01/1900-12/31/2000,,,Groundwater,"['irrigation', 'ground water']"
56405,68,,,41.040833,-121.983889,"Near Big Bend, CA","['NW4 sec. 28', 'T.37 N., R. 1 W.']",Iron Canyon Creek Below Iron Canyon Dam,Shasta County,,08/1966-Current Year,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage Height': 'feet (ft)', 'Acre-Foot Per Year': 'acre-ft/yr', 'Cubic Meters Per Second': 'm³/s'}",Stream Discharge,"['Iron Canyon Dam', 'flow regulated by dam', 'stream discharge measurements']"
56405,337,,,38.5816,-121.4944,"Sacramento, California",[],"SACRAMENTO RIVER AT SACRAMENTO, CA",Sacramento County,,10/01/1975-09/30/1976,Once-daily,°C (Degrees Celsius),Stream Discharge,"['SACRAMENTO RIVER', 'WATER TEMPERATURES', 'SEDIMENT CONCENTRATIONS']"
199,534,,,39.1393,-121.6205,California,"['[TRS, TRS, ...]']",Feather River at Yuba City,Yuba County,Yuba County,10/01/1965-03/31/1966,Daily,"{'Discharge': 'cfs (cubic feet per second)', 'Concentration': 'ppm (parts per million)', 'Tons_Per_Day': 'tons'}",Stream Discharge,"['Feather River', 'Suspended sediment', 'Discharge', 'Concentration', 'Tons per day']"
57548,121,,,35.6919,-118.8447,"Near Kernville, California",[],Kern River Near Kernville,Tulare County,Tulare County,10/01/1974-09/30/1975,Daily,"{'Discharge': 'CFS (Cubic Feet per Second)', 'Dissolved Calcium': 'MG/L (Milligrams per Liter)', 'Dissolved Magnesium': 'MG/L', 'Dissolved Sodium': 'MG/L', 'Bicarbonate': 'MG/L', 'Carbonate': 'MG/L', 'Alkalinity as CaCO3': 'MG/L', 'Specific Conductance': 'Microsiemens per centimeter (MICRO-MHOS)', 'pH': 'Unspecified', 'Temperature': 'Degrees Celsius', 'Dissolved Oxygen': 'MG/L'}",Stream Discharge,"['Discharge', 'Dissolved Calcium', 'Magnesium', 'Sodium', 'Bicarbonate', 'Carbonate', 'Alkalinity', 'pH', 'Temperature', 'Dissolved Oxygen']"
3117,139,38.7833,-120.8667,,,"Near Ono, California",[],Middle Fork Cottonwood Creek near Ono,,Placer County,10/01/1968-09/30/1970,Daily,Cubic feet per second,Stream Discharge,"['Discharge', 'Cubic feet per second']"
2513,373,34.0132,-118.4015,,,Zone of the Torrance-Santa Monica area,"['T.4S., R.14 W.']","T -139, well 348 (Redondo)",,Los Angeles,,,,Irrigation,['Irr']
2513,373,34.0132,-118.4015,,,Zone of the Torrance-Santa Monica area,"['T.4S., R.14 W.']","T -139, well 351 (Redondo)",,Los Angeles,,,,Miscellaneous,"['A', 'L']"
2513,373,34.0132,-118.4015,,,Zone of the Torrance-Santa Monica area,"['T.4S., R.14 W.']",,,Los Angeles,,,,Irrigation,['PS']
1577,120,36.8,-118.6,,,"Near Florence Lake Dam, just below spillway and 6 miles above mouth of Bear Creek","['[36, T.7 S., R.27 E.]']",South Fork of San Joaquin River near Florence Lake,Tulare County,Tulare County,['10/01/1928-09/30/1929'],Daily,second-feet,Stream Discharge,"['South Fork of San Joaquin River', 'Florence Lake Dam', 'Bear Creek', 'discharge']"
56361,436,,,34.2366667,-118.9638889,"Near Camarillo, California",[],CONEJO CREEK ABOVE HIGHWAY 101,Ventura County,Ventura County,10/01/1972-Current Year,Daily,"{'Discharge': ['ft3/s', 'm3/s'], 'Gage Height': ['ft', 'm']}",Stream Discharge,"['Discharge', 'Conejo Creek', 'gage height', 'Precipitation']"
648,126,,,34.333889,-118.398611,"downstream Lat 34°20'02"", long. 118°23'55"" in SENE! sec. 24, T. 3 N., R. 15 W.","['T. 3 N., R. 15 W., Sec. 24']",Pacoima Creek near San Fernando,Los Angeles County,,10/01/1951-09/30/1952,Daily,cubic feet per second (cfs),Stream Discharge,"['Drainage area', 'Records available', 'Gage', 'Average discharge', 'Extremes', 'Remarks', 'Cooperation', 'Revisions']"
3150,503,38.8951,-122.8965,38.8951,-122.8965,"Near Ukiah, California",[],Russian River,Sonoma County,Sonoma County,02/07/1966-09/16/1967,Daily,"{'Suspended-sediment concentration': 'ppm', 'Turbidity': 'ppm'}",Stream Discharge,"['suspended-sediment concentration', 'turbidity']"
1138,152,41.2652,-122.6546,,,"near Likely, California",[],West Valley Creek,,Siskiyou County,01/01/1905-12/31/1905,Daily,second-feet,Stream Discharge,"['Daily discharge', 'second-feet', 'shifting channel']"
3011,117,40.2589,-121.7452,,,"On alluvial plain about 3.5 miles south of Dorris, Calif.",[],47/1W-13G1,Tehama,Tehama,1952-1952,,"{'Thickness': 'feet', 'Depth': 'feet'}",Groundwater,"['Alluvium', 'Lake deposits', 'Hardpan', 'Chalk', 'Sand']"
3011,117,40.2589,-121.7452,,,"On alluvial plain, about 3.4 miles south of Dorris, Calif.",[],47/1W-14B1,Tehama,Tehama,1951-1951,,"{'Thickness': 'feet', 'Depth': 'feet'}",Groundwater,"['Soil', 'Hardpan', 'Clay', 'Sand', 'Pumice']"
3011,117,40.2589,-121.7452,,,"On alluvial plain, about 4.3 miles south of Dorris, Calif.",[],47/1W-14B1 (cont.),Tehama,Tehama,1952-1952,,"{'Thickness': 'feet', 'Depth': 'feet'}",Groundwater,"['Alluvium', 'Lake deposits', 'Clay', 'Sand', 'Pumice']"
194,547,39.375,-123.118,,,"600 feet upstream from highway bridge, 0.6 mile upstream from mouth, and 9.5 miles east of Covelo, Mendocino County",[],Black Butte River near Covelo,Mendocino County,,05/01/1964-09/30/1964,Daily,°F (Temperature),Stream Discharge,"['Temperature recorder', 'gages station', 'water temperatures']"
57549,243,,,35.230556,-118.085278,"on downstream side of and 13 mi (21 km) northeast of Mojave city, on the right bank of Los Angeles aqueduct-siphor pier","[""T.31 S. R.36 E., SW4NW4SE's sec. 14""]",Pine Tree Creek Near Mojave,Kern County,,07/01/1958-Current,daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Precipitation': 'inches', 'Cumulative Water': 'acre-feet'}",Stream Discharge,"['discharge', 'stream flow', 'gauge height']"
70038399,503,,,38.771111,-120.815556,"near Placerville, Calif.","['SW14 sec 25, T.11 N., R.10 E.']",South Fork American River,El Dorado,,"08/11/1911-07/31/1920, 07/1964-09/1966",daily,cubic feet per second (cfs),Stream Discharge,"['South Fork American River', 'stream discharge', 'flow measurement']"
56850,548,,,34.293056,-119.1,"Santa Clara River near Saticoy, CA",[],Saticoy Diversion,Ventura County,,10/01/1977-09/30/1978,Daily,Cubic feet per second (ft3/s),Stream Discharge,"['Santa Clara River', 'diversion works', 'water-stage recorder', 'percolation basin', 'irrigation']"
56792,409,,,39.083,-122.983,"Near Lower Lake, CA",[],"CACHE CREEK NEAR LOWER LAKE, CA",Lake County,,10/07/1976-11/22/1976,Variable daily intervals (exact dates and times are provided),"{'Discharge': 'CFS', 'Specific_Conductance': 'Micro-mhos', 'pH': 'Unitless', 'Temperature': 'Deg C', 'Turbidity': 'JTU', 'Dissolved_Oxygen': 'MG/L', 'Chemical_Oxygen_Demand': 'MG/L', 'Biochemical_Oxygen_Demand': 'MG/L', 'Hardness': 'MG/L', 'Non-Carbonate_Hardness': 'MG/L', 'Dissolved_Calcium': 'MG/L', 'Dissolved_Magnesium': 'MG/L', 'Dissolved_Sodium': 'MG/L', 'Percent_Sodium': '', 'Sodium_Adsorption_Ratio': '', 'Dissolved_Potassium': 'MG/L', 'Bicarbonate': 'MG/L', 'Carbonate': 'MG/L', 'Alkalinity_as_CaCO3': 'MG/L', 'Dissolved_Sulfate': 'MG/L', 'Dissolved_Chloride': 'MG/L', 'Dissolved_Solids_Residue_at_180C': ''}",Stream Discharge,"['Discharge', 'Specific Conductance', 'pH', 'Temperature', 'Turbidity', 'Dissolved Oxygen']"
641,278,,,37.742222,-119.556944,"near Yosemite, Calif.",[],Tenaya Creek,Mariposa County,,"07/1904-06/1909,01/1912-09/1951",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Cumulative_Volume': 'acre-feet'}",Stream Discharge,"['gage', 'discharge', 'cfs', 'water year', 'flow']"
489,265,,,39.5013888889,-122.5183333333,"Stony Creek, Calif.","['T. 19 N., R. 6 W., sec. 15']",Stony Creek above Stony Gorge Reservoir,Calaveras,,10/01/1933-09/30/1935,Daily,second-feet,Stream Discharge,"['water-stage recorder', 'discharge measurements', 'gage height', 'maximum discharge', 'minimum discharge']"
1568,175,37.5,-120.0,,,"sec. 3, T. 4 S., R. 25 E.","['T. 4 S.', 'R. 25 E.', 'sec. 3']",North Fork of San Joaquin River,Madera County,,10/01/1924-09/30/1925,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Run-off']"
1568,175,37.5,-120.0,,,40 feet upstream from falls where Iron Creek empties into North Fork of San Joaquin River.,"['sec. 3', 'T. 4 S.', 'R. 25 E.']",Iron Creek,Madera County,,10/01/1924-09/30/1925,Specific dates,"{'Gage Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Gage height', 'Discharge']"
716,567,,,39.4480555556,-120.6513888889,on rock-fill portion of Bowman Dam on Canyon Creek,"['T.18 N., R.12 E., sec 5']",Bowman Lake,Sierra County,,12/1926-09/1959,daily,"{'Area': 'sq mi', 'Elevation': 'ft', 'Contents': 'acre-ft'}",Reservoir,"['reservoir', 'capacity', 'storage', 'release', 'irrigation']"
56417,311,,,40.3161,-122.4477,"SW4SE sec. 32, T.29 N., R.5 W., Tehama County","['T.29 N., R.5 W., sec. 32']",South Fork Cottonwood Creek,Tehama County,,10/01/1962-09/30/1974,Daily,"{'Discharge': 'ft3/s and m³/s', 'Gage Height': 'ft and m'}",Stream Discharge,"['stream discharge', 'water-stage recorder', 'gage height']"
3217,356,43.0833,-120.6667,,,"Near Beatty, Oreg.","['T. 32 S., R. 14 E., Sec. 21']",Sprague River,,"Lake County, Oregon",01/01/1914-12/31/1926,Monthly,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",Stream Discharge,"['Discharge', 'Monthly mean discharge']"
3217,356,,,42.7833,-121.0667,"Near Silver Lake, Oreg.","['T. 32 S., R. 14 E., Sec. 21']",Sycan River,,"Lake County, Oregon",01/01/1918-12/31/1922,Monthly and Yearly,{'Discharge': 'cubic feet per second'},Stream Discharge,"['Discharge', 'Monthly and yearly mean discharge']"
3034,72,,,35.52222,-118.67778,"Below Isabella Dam, California","['T.23 S., R.31 E.']",Kern River below Isabella Dam,,Tulare County,04/05/1945-06/26/1962,Varied intervals between measurements,"{'Gage Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Kern River', 'discharge', 'Gage height']"
3034,72,,,35.52222,-118.67778,"Near Democrat Springs, California","['NEESE sec 6, T.23 S., R.31 E.']",Kern River near Democrat Springs,,Tulare County,11/19/1950-07/09/1965,Varied intervals between measurements,"{'Gage Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Kern River', 'discharge', 'Gage height']"
431,105,34.1667,-118.1333,,,"Near Pasadena, California",,Arroyo Seco,Los Angeles County,,10/01/1925-09/30/1926,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Run-off', 'second-feet', 'acre-feet']"
431,105,34.1533,-118.0186,,,"Near Sierra Madre, California","SW. 1/4 NE. 1/4 sec. 10, T. 1 N., R. 11 W.",Santa Anita Creek,Los Angeles County,,07/31/1916-09/30/1926,"Various dates within the year ending September 30, 1926","{'Discharge': 'second-feet', 'Gage Height': 'feet'}",Stream Discharge,"['Discharge', 'Gage Height', 'second-feet']"
56845,281,37.3988889,-120.0027778,37.3988889,-120.0027778,"Lat 37°23'56"", long 120°00'10"" in SW&NE4 sec. 21, T.6 S. R.18 E., Mariposa County, on downstream side of bridge on White Rock Road, 0.3 mi (0.5 km) downstream from China Gulch, and 5.7 mi (9.2 km) southeast of town of Catheys Valley.","['T.6 S. R.18 E., SW&NE4 sec. 21']",MARIPOSA CREEK NEAR CATHEYS VALLEY,Mariposa County,Mariposa County,10/01/1977-09/30/1978,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage Height': 'feet (ft)'}",Stream Discharge,"['Discharge', 'cubic feet per second', 'water-year']"
24329,113,36.183333,-118.616667,,,4N/IV-21E1,"['4N', 'IV', '21E', '1']",R. W. Hitchcock,,Tulare County,07/01/1953-07/31/1953,July 1953,feet,Groundwater,"['Drilled', 'Perforated', 'Casing']"
24329,113,36.183333,-118.616667,,,4N/IW-21J1,"['4N', 'IW', '21J', '1']",Dale Sweeney and George Rayle,,Tulare County,08/01/1952-08/31/1952,August 1952,feet,Groundwater,"['Drilled', 'Perforated', 'Casing']"
251,61,32.8,-114.6,,,Below Imperial Dam,[],Yuma Main Canal,,Imperial County,10/01/1931-09/30/1936,Monthly,"{'Discharge': 'second-feet', 'Runoff_Acre-feet': 'acre-feet'}",Stream Discharge,"['Discharge', 'Wasteway']"
2516,258,33.8,-118.2,,,"Long Beach -Santa Ana area, Coastal Zone","['12A1', '12A2', '12B1', '12C1', '12C2', '12D1', '12E1', '12F2', '12F3', '12H1', '12J1', '12J2', '12N1', '12N2', '13A1', '13B1', '13C1', '13C2']",Water Well,Los Angeles,Los Angeles,Unknown,Unknown,"{'Depth': 'feet', 'Thickness': 'feet', 'Diameter': 'inches', 'Yield': 'gpm (gallons per minute)', 'Elevation': 'feet above sea level'}",Groundwater,"['groundwater', 'well', 'yield', 'pump']"
553,155,,,35.627778,-120.684722,"Wire-weight gage, at bridge on State Highway No. 41 in Paso Robles, about 3 miles upstream from Huerhuero Creek.",[],Salinas River at Paso Robles,San Luis Obispo County,,10/01/1941-09/30/1942,Daily,second-feet,Stream Discharge,"['stream discharge', 'Salinas Reservoir', 'gage height']"
70038669,439,,,41.6338889,-122.7472222,"near Fort Jones, Calif.","['T.44 N., R.8 W., sec.27']",Moffett Creek,Siskiyou County,,10/1958-09/1963,Daily,"{'Discharge': 'cfs', 'Gage Height': 'ft', 'Cubic Feet Per Year': 'acre-ft'}",Stream Discharge,"['discharge', 'cfs', 'gage-height recorder', 'stream']"
56461,82,,,39.379167,-120.140278,"NW&SW's sec. 30, T.18 N., R.17 E.","['T.18 N., R.17 E., sec. 30']",Prosser Creek Reservoir,Nevada County,,10/01/1976-09/30/1977,Monthly,"{'Elevation': 'feet', 'Contents': 'acre-feet'}",Reservoir,"['Prosser Creek', 'Dam', 'Flood Control', 'Fishery', 'Recreation']"
70038399,467,39.133056,-120.483056,39.133056,-120.483056,"near French Meadows, Calif.","['T.15 N., R.13 E., sec.23']",Duncan Creek,Placer County,Placer County,10/01/1964-09/30/1966,Daily,cubic feet per second (cfs),Stream Discharge,"['Duncan Creek', 'stream discharge', 'cfs', 'gauge']"
2501,231,,,37.9967,-121.2339,"Victor Plain near Woodbridge, California",[],Mokelumne River,San Joaquin County,,10/1926-09/1933,Monthly,feet above sea level,Groundwater,"['percolate', 'ground-water supply', 'water table']"
2501,231,,,38.0333,-121.2333,"Near Woodbridge, California",[],Woodbridge Reservoir,San Joaquin County,,10/1926-09/1933,Monthly,feet above sea level,Reservoir,"['reservoir', 'stage of the water table']"
2501,231,,,38.1167,-121.25,"Near Woodbridge, California",[],Smith Lake,San Joaquin County,,10/1926-09/1933,Monthly,feet above sea level,Reservoir,"['lake', 'stage of the water table']"
70038673,423,,,39.195833,-123.191667,"On right bank of outlet channel, 500 ft downstream from Coyote Dam, 1,300 ft upstream from mouth, and 3.2 miles northeast of Ukiah, Mendocino County",['Yokayo Rancho Grant'],East Fork Russian River Near Ukiah,Mendocino County,,10/01/1967-09/30/1968,Daily,Cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'water-stage recorder', 'flow affected by diversion']"
56417,275,,,38.358056,-121.342778,"NE&NE's sec. 20, T.6 N., R. 6 E.","['T.6 N., R. 6 E., sec. 20']",COSUMNES RIVER,Sacramento County,Sacramento County,10/01/1973-09/30/1974,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage Height': 'feet (ft)'}",Stream Discharge,"['Discharge', 'Gage Height', 'Precipitation']"
489,301,,,38.5680555556,-121.4222222222,"H Street Bridge in city of Sacramento, Sacramento County, 6.25 miles above mouth.",,American River at Sacramento,Sacramento County,,07/01/1921-10/31/1935,Daily,Second-feet,Stream Discharge,"['discharge', 'gage-height record', 'water-stage recorder']"
70038401,236,,,34.2528,-118.389,"Lat 34°15'10"", long 118°23'20"" in Ex Mission San Fernando Grant, city of Los Angeles",,TUJUNGA CREEK BELOW HANSEN DAM,Los Angeles County,,"May 1932 to February 1938, August 1940 to September 1967",Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Acre-Feet': 'acre-feet'}",Stream Discharge,"['Hansen Dam', 'Los Angeles County Flood Control District', 'flood-control reservoir', 'discharge']"
4536,261,37.7347,-119.6191,,,"Pohono Bridge, near Yosemite",[],Merced River,,Mariposa County,10/01/1924-09/30/1925,Daily,second-feet,Stream Discharge,"['Merced River', 'stream discharge', 'gage height', 'discharge measurements']"
39586,53,40.75,-121.5,,,Sacramento River,[],Lake Shasta,,Shasta,,,"['inches', 'mm']",Reservoir,"['Lake Shasta', 'Sacramento River']"
39586,53,41.45,-122.55,,,Trinity River,[],Clair Engle Lake,,Shasta,,,"['inches', 'mm']",Reservoir,"['Clair Engle Lake', 'Trinity River']"
39586,53,,,35.0,-114.6,,[],Lake Mead,,"Clark, Nevada; Mohave, Arizona",1952-1971,,"['acre-feet', 'km³']",Reservoir,"['Lake Mead', 'reservoir evaporation']"
39586,53,,,39.5075,-121.5403,Sacramento River basin,[],Oroville Reservoir,,"Butte, California",,,"['km', 'km²']",Reservoir,"['Oroville', 'reservoir']"
39586,53,,,38.6875,-121.0028,Sacramento River basin,[],Folsom Reservoir,,"Sacramento, California",,,"['km', 'km²']",Reservoir,"['Folsom', 'reservoir']"
39586,53,,,39.1528,-121.5656,Sacramento River basin,[],Marysville Reservoir,,"Yuba, California",,,"['km', 'km²']",Reservoir,"['Marysville', 'reservoir']"
39586,53,,,38.4797,-121.9225,Sacramento River basin,[],Berryessa Reservoir,,"Solano, California; Napa, California",,,"['km', 'km²']",Reservoir,"['Berryessa', 'reservoir']"
39586,53,,,38.0089,-121.7131,Delta Basin,[],New Hogan Reservoir,,"Contra Costa, California",,,"['km', 'km²']",Reservoir,"['New Hogan', 'reservoir']"
39586,53,,,37.9472,-121.6161,Delta Basin,[],Comanche Reservoir,,"Contra Costa, California",,,"['km', 'km²']",Reservoir,"['Comanche', 'reservoir']"
39586,53,,,37.8833,-120.0661,San Joaquin Basin,[],New Melones Reservoir,,"Tuolumne, California",,,"['km', 'km²']",Reservoir,"['New Melones', 'reservoir']"
39586,53,,,37.6339,-121.0314,San Joaquin Basin,[],New Exchequer Reservoir,,"Stanislaus, California",,,"['km', 'km²']",Reservoir,"['New Exchequer', 'reservoir']"
39586,53,,,37.7,-120.05,San Joaquin Basin,[],New Don Pedro Reservoir,,"Tulare, California; Tuolumne, California",,,"['km', 'km²']",Reservoir,"['New Don Pedro', 'reservoir']"
39586,53,,,36.7331,-119.2969,San Joaquin Basin,[],Millerton Reservoir (Friant),,"Fresno, California; Tulare, California",,,"['km', 'km²']",Reservoir,"['Millerton', 'Friant', 'reservoir']"
39586,53,,,33.0,-115.6,San Joaquin Basin,[],San Luis and O'Neill Reservoirs,,"Imperial, California; Coachella Valley, California",,,"['km', 'km²']",Reservoir,"['San Luis', ""O'Neill"", 'reservoir']"
39586,53,,,36.6167,-119.3,Tulare Basin,[],Pine Flat Reservoir,,"Fresno, California; Kings County, California",,,"['km', 'km²']",Reservoir,"['Pine Flat', 'reservoir']"
39586,53,,,34.0522,-118.2437,Southern California coastal plain,[],Los Angeles County wastewater treatment plants,"Los Angeles, Orange",,,,"['gallons', 'm³']",Reclaimed Water,"['Los Angeles County', 'wastewater treatment plants']"
56403,416,,,33.9828,-117.5986,SW&SW&NE's sec. 22. T.2 S. R. 7 W.,['T.2 S. R. 7 W. sec. 22'],Cucamonga Creek,San Bernardino County,,01/1968-09/2023,Daily,"{'FlowRate': 'cubic feet per second (ft3/s)', 'DischargeVolume': 'acre-feet'}",Stream Discharge,"['stream discharge', 'flow rate', 'gage height', 'floodmark']"
583,392,,,39.016667,-121.083333,"Near south line of sec. 33, T. 14 N., R. 8 E., 300 feet upstream from bridge on State Highway 49, 3.5 miles up- stream from Wolf Creek, and 8 miles north of Auburn","['T. 14 N., R. 8 E., sec. 33']",Bear River near Auburn,Placer County,,12/01/1940-09/30/1945,Daily (from records),Second-feet for discharge; feet for gage height and latitude/longitude in decimal,Stream Discharge,"['stream discharge', 'flow records', 'gage heights', 'water year']"
