water_type_final,county,n_tables,n_measurements
Stream Discharge,Bear Lake County,7,176.0
Stream Discharge,"Bear Lake County, Idaho",7,136.0
Stream Discharge,"Bear Lake County, Idaho (near California border)",6,29.0
Stream Discharge,"Bear River County, Idaho",3,33.0
Stream Discharge,"Beaver County, Utah",1,22.0
Stream Discharge,"Beaverhead County, Montana",1,8.0
Stream Discharge,"Bee County (not in California, but assuming a hypothetical location within California)",1,12.0
Stream Discharge,Below Colorado-Utah State Line,1,22.0
Stream Discharge,Bend,1,8.0
Stream Discharge,"Bend, Idaho",1,8.0
Stream Discharge,"Bend, Oregon",1,9.0
Stream Discharge,"Benton County, Arkansas",1,8.0
Stream Discharge,"Benton County, Oregon",1,43.0
Stream Discharge,"Benton County, Oregon (near location mentioned)",2,47.0
Stream Discharge,"Benton County, Washington",1,9.0
Stream Discharge,"Bergen County, New Jersey",1,8.0
Stream Discharge,"Berkeley County, WV",1,8.0
Stream Discharge,"Berkeley, Alameda County (inference based on mention of Berkeley observations)",1,5.0
Stream Discharge,Berks County,1,6.0
Stream Discharge,"Berkshire County, MA",1,9.0
Stream Discharge,"Berkshire County, Massachusetts",1,5.0
Stream Discharge,"Bernalillo County, New Mexico",3,24.0
Stream Discharge,Bernardino County,1,22.0
Stream Discharge,Bexar County,1,8.0
Stream Discharge,Big Horn County,1,26.0
Stream Discharge,"Big Horn County, MT",1,9.0
Stream Discharge,"Bingham County, Idaho",1,6.0
Stream Discharge,"Bonneville County, Idaho",3,61.0
Stream Discharge,Boone County,1,8.0
Stream Discharge,"Boulder County, Colorado",2,21.0
Stream Discharge,Box Elder County,29,779.0
Stream Discharge,"Box Elder County, Idaho",1,52.0
Stream Discharge,"Box Elder County, Idaho (Harer, ID)",2,80.0
Stream Discharge,"Box Elder County, Utah",58,1481.0
Stream Discharge,"Box Elder County, Utah (Note: Documented in Utah, but query is for California)",3,47.0
Stream Discharge,"Box Elder County, Utah (near California border)",5,26.0
Stream Discharge,"Box Elder County, Utah (near Myton, UT)",1,71.0
Stream Discharge,"Box Elder County, Utah (nearest county to Jensen, Utah)",1,71.0
Stream Discharge,"Box Elder County, Utah (not California; no county in CA)",5,13.0
Stream Discharge,"Box Elder, Utah",3,72.0
Stream Discharge,"Bristol County, VT",1,9.0
Stream Discharge,"Bristol, Massachusetts",1,12.0
Stream Discharge,"Brown County, Indiana",1,9.0
Stream Discharge,Bureau of Land Management County Data,1,45.0
Stream Discharge,Bureau of Reclamation Kern River Basin,1,33.0
Stream Discharge,Butte,48,1384.0
Stream Discharge,Butte County,2185,58871.0
Stream Discharge,Butte County (near Chico),1,66.0
Stream Discharge,Butte County (near Gridley),1,14.0
Stream Discharge,Butte County to Sutter County,1,11.0
Stream Discharge,Butte County to Yolo County,1,13.0
Stream Discharge,"Butte County, California",27,660.0
Stream Discharge,"Butte County, Glenn County",2,24.0
Stream Discharge,"Butte County, Oregon",2,40.0
Stream Discharge,"Butte County, Plumas National Forest",2,29.0
Stream Discharge,"Butte County, Yuba County",1,5.0
Stream Discharge,"Butte, Colusa",1,10.0
Stream Discharge,"Butte, Sutter, Yolo (between Chico Landing and Colusa)",1,8.0
Stream Discharge,CALAVERAS,14,363.0
Stream Discharge,CALAVERAS COUNTY,11,378.0
Stream Discharge,CALIFORNIA,4,174.0
Stream Discharge,CALIFORNIA (County not explicitly stated in the document),1,37.0
Stream Discharge,CALIFORNIA (Specific county not directly mentioned),1,38.0
Stream Discharge,CALIFORNIA (inferred from State Highway reference and Canyon location),1,38.0
Stream Discharge,CONTRA COSTA,1,79.0
Stream Discharge,"COVELO, CALIF.",1,18.0
Stream Discharge,Cache County,9,425.0
Stream Discharge,"Cache County, Utah",21,733.0
Stream Discharge,"Cache County, Utah (close to California state border)",1,22.0
Stream Discharge,"Caddo Parish, Louisiana and Gregg County, Texas",1,9.0
Stream Discharge,Calaveras,427,9834.0
Stream Discharge,Calaveras County,3132,75095.0
Stream Discharge,Calaveras County (primary location),1,60.0
Stream Discharge,"Calaveras County, Amador County",4,34.0
Stream Discharge,"Calaveras County, Amador County, Mariposa County, Tuolumne County",1,15.0
Stream Discharge,"Calaveras County, California",99,2632.0
Stream Discharge,"Calaveras County, California (based on location description)",2,46.0
Stream Discharge,"Calaveras County, California and Lander County, Nevada",1,0.0
Stream Discharge,"Calaveras County, Mariposa County, Tuolumne County",1,71.0
Stream Discharge,"Calaveras County, Tuolumne County",3,139.0
Stream Discharge,Calaveras and Amador Counties,3,19.0
Stream Discharge,"Calaveras, Amador",1,36.0
Stream Discharge,"Calaveras, Mariposa",2,35.0
Stream Discharge,"Calaveras, Tuolumne",2,66.0
Stream Discharge,"Calaveras, Tuolumne, Stanislaus",1,7.0
Stream Discharge,Calaveras- Tuolumne County line,1,33.0
Stream Discharge,Calaveras-Tuolumne County Line,1,33.0
Stream Discharge,Calaveras-Tuolumne County line,1,67.0
Stream Discharge,Calculated based on typical sources for the California Department of Water Resources data,1,15.0
Stream Discharge,Calculated from context or assumed based on typical locations of stream studies in California.,1,8.0
Stream Discharge,Calhoun County,1,5.0
Stream Discharge,Calif,2,17.0
Stream Discharge,Calif.,3,36.0
Stream Discharge,Calif. Joaquin,1,13.0
Stream Discharge,California,72,1973.0
Stream Discharge,California (Based on document context),2,46.0
Stream Discharge,California (General Inference),2,87.0
Stream Discharge,California (General),10,337.0
Stream Discharge,"California (General, inferred from document context)",1,86.0
Stream Discharge,California (SACRAMENTO RIVER BASIN region),1,12.0
Stream Discharge,California (SACRAMENTO RIVER BASIN),2,28.0
Stream Discharge,California (Specific county not provided),2,33.0
Stream Discharge,California (assumed based on context),1,69.0
Stream Discharge,California (assumed based on data origin),2,67.0
Stream Discharge,California (assumed based on document context),2,54.0
Stream Discharge,California (based on State context),1,26.0
Stream Discharge,California (based on context of document),1,44.0
Stream Discharge,California (based on context),4,223.0
Stream Discharge,California (based on data context),1,69.0
Stream Discharge,California (based on document context),2,55.0
Stream Discharge,California (based on document origin),1,17.0
Stream Discharge,California (based on document source),2,66.0
Stream Discharge,California (based on the document context),1,67.0
Stream Discharge,California (based on the document's note),1,52.0
Stream Discharge,California (general location due to lack of specific data),1,36.0
Stream Discharge,California (general),5,77.0
Stream Discharge,California (inference based on the State of California mention),2,66.0
Stream Discharge,California (inferred based on data source),1,33.0
Stream Discharge,California (inferred based on discharge measurements in the context of Colorado River management),1,57.0
Stream Discharge,California (inferred based on document context),1,79.0
Stream Discharge,California (inferred based on the document context),2,66.0
Stream Discharge,California (inferred from State),2,8.0
Stream Discharge,California (inferred from context),3,99.0
Stream Discharge,California (inferred from document context),1,12.0
Stream Discharge,California (multiple counties possible),1,64.0
Stream Discharge,"California (part of the Great Basin, except Truckee and Carson River Basins)",1,22.0
Stream Discharge,California (specific county inferred based on Bureau of Reclamation operations within California),2,58.0
Stream Discharge,California (specific county inferred based on geographical data),1,7.0
Stream Discharge,California (specific county inferred from context or additional data),1,35.0
Stream Discharge,California (specific county inferred from latitude and longitude),2,16.0
Stream Discharge,California (specific county not given in the data),2,23.0
Stream Discharge,California (specific county not mentioned),2,67.0
Stream Discharge,California (specific county not provided),4,140.0
Stream Discharge,California (various counties depending on specific site),1,23.0
Stream Discharge,California (various counties depending on specific sites),1,60.0
Stream Discharge,California (various counties possible),1,9.0
Stream Discharge,California - Central Valley (inferred based on common water management regions),1,22.0
Stream Discharge,California - Likely based on data collection period and location,2,67.0
Stream Discharge,California - Multiple counties possible,2,66.0
Stream Discharge,"California Basin Counties (e.g., Sacramento, San Joaquin)",2,66.0
Stream Discharge,"California Basin, Pacific Slope",1,18.0
Stream Discharge,California Central Valley,1,69.0
Stream Discharge,California Coastal Counties,3,94.0
Stream Discharge,California Coastal County,1,33.0
Stream Discharge,California Counties,3,35.0
Stream Discharge,California Counties along Pacific Coast,1,12.0
Stream Discharge,California County,3,106.0
Stream Discharge,California County (General Inference),1,45.0
Stream Discharge,California County (based on document origin),1,82.0
Stream Discharge,California County (inferred),1,30.0
Stream Discharge,California County (specific county data not provided),2,75.0
Stream Discharge,"California County Associated with the San Joaquin River Basin (e.g., Fresno, Kings, etc.)",1,18.0
Stream Discharge,"California County Based on Context (e.g., likely a study area with significant sediment discharge)",1,55.0
Stream Discharge,California County Inference,2,50.0
Stream Discharge,California County Inference Needed,2,96.0
Stream Discharge,California County Inferred,1,46.0
Stream Discharge,California County Inferred Based on Context,1,22.0
Stream Discharge,California County Inferred from Context,1,70.0
Stream Discharge,California County with Active Discharge Records,1,23.0
Stream Discharge,"California County with Weirs (e.g., Sacramento or San Joaquin)",1,36.0
Stream Discharge,California County with major stream systems,1,45.0
Stream Discharge,California General,2,48.0
Stream Discharge,California General (State-wide),2,23.0
Stream Discharge,California General Inference (Specific County Not Provided),1,16.0
Stream Discharge,California General Region,2,76.0
Stream Discharge,California Inferred from Data Analysis,1,18.0
Stream Discharge,California Inland Counties,1,29.0
Stream Discharge,"California Inland Counties (e.g., Fresno, Kern)",1,13.0
Stream Discharge,California State Average,2,66.0
Stream Discharge,California Statewide,2,75.0
Stream Discharge,California counties excluding Truckee and Carson River areas,1,15.0
Stream Discharge,"California, Arizona",1,57.0
Stream Discharge,"California, Northern Central Valley Basins and The Great Basin",1,7.0
Stream Discharge,"California, Specific County Inference Needed",1,35.0
Stream Discharge,"California, Specific County Inferred from Location Data",1,15.0
Stream Discharge,"California, based on water year data reference",1,67.0
Stream Discharge,"California, counties around the minor San Francisco Bay, northern Pacific, and Great basins",2,42.0
Stream Discharge,"California, potentially within the boundaries of a county 18 miles north of Highway 101 (e.g., Santa Barbara County)",1,0.0
Stream Discharge,"California, unspecified county in Great Basin and Pacific Coast river basins",1,40.0
Stream Discharge,"Camas County, Idaho",1,8.0
Stream Discharge,"Canton, Georgia",1,9.0
Stream Discharge,Carbon,1,22.0
Stream Discharge,Carbon County,4,92.0
Stream Discharge,"Carbon County, Utah",1,7.0
Stream Discharge,"Carbon County, WY",1,22.0
Stream Discharge,"Carbon County, WYO.",1,22.0
Stream Discharge,"Carbon County, Wyoming",17,349.0
Stream Discharge,"Caribou County, Idaho",7,94.0
Stream Discharge,"Carroll County, Maine",1,7.0
Stream Discharge,Carson City (Nevada),1,9.0
Stream Discharge,"Carson City County, NV (Nearest state is California's neighboring county)",1,4.0
Stream Discharge,Catron County,1,21.0
Stream Discharge,"Catron County, NM",1,21.0
Stream Discharge,"Catron County, New Mexico",9,251.0
Stream Discharge,"Catron, N.MEX.",1,22.0
Stream Discharge,Central California (based on discharge and precipitation patterns),1,21.0
Stream Discharge,Central California (based on general data context),1,33.0
Stream Discharge,"Central California Counties (e.g., Fresno, Stanislaus)",1,45.0
Stream Discharge,Central Valley (inferred based on typical data collection sites in California),1,33.0
Stream Discharge,"Central Valley Counties, California",2,66.0
Stream Discharge,"Chaffee County, Colorado",1,8.0
Stream Discharge,"Chaves County, New Mexico",3,78.0
Stream Discharge,Chelan County,1,10.0
Stream Discharge,"Cheyenne, Wyo",1,9.0
Stream Discharge,"Chippewa County, Wisconsin",1,8.0
Stream Discharge,Churchill County,1,38.0
Stream Discharge,"Churchill County, NV (adjacent to California)",1,9.0
Stream Discharge,"Churchill County, Nevada",2,93.0
Stream Discharge,"Cibola County, New Mexico",3,143.0
Stream Discharge,Clackamas,1,10.0
Stream Discharge,"Clackamas County, Oregon",5,96.0
Stream Discharge,"Clallam County, Washington",1,10.0
Stream Discharge,Clara County,1,22.0
Stream Discharge,Clark,2,63.0
Stream Discharge,Clark County,29,570.0
Stream Discharge,Clark County (Nevada),2,49.0
Stream Discharge,"Clark County, Arizona (near Littlefield) and Nye County, Nevada (near Moapa)",2,25.0
Stream Discharge,"Clark County, NV",4,185.0
Stream Discharge,"Clark County, NV (Part), Mohave County, AZ (Part)",1,86.0
Stream Discharge,"Clark County, NV / Mohave County, AZ",2,75.0
Stream Discharge,"Clark County, NV/ Mohave County, AZ",1,18.0
Stream Discharge,"Clark County, Nevada",36,692.0
Stream Discharge,"Clark County, Nevada (adjacent to California's border)",2,16.0
Stream Discharge,"Clark County, Nevada (near Fort Mojave)",2,31.0
Stream Discharge,"Clark County, Nevada (near the California border)",1,22.0
Stream Discharge,"Clark County, Nevada (not California)",1,43.0
Stream Discharge,"Clark County, Nevada (primarily) and Mohave County, Arizona",1,69.0
Stream Discharge,"Clark County, Nevada / Mohave County, Arizona",1,18.0
Stream Discharge,"Clark County, Nevada and Mohave County, Arizona",2,144.0
Stream Discharge,"Clark County, Nevada; Mohave County, Arizona",1,33.0
Stream Discharge,"Clark County, Nevada; Nye County, Nevada; Lincoln County, California",1,58.0
Stream Discharge,"Clark County, Ohio",1,10.0
Stream Discharge,"Clark County, Washington (adjacent to Oregon) - likely inference due to Little White Salmon location near the Columbia River and its proximity to Oregon, though not in California.",2,20.0
Stream Discharge,"Clark, NV",2,75.0
Stream Discharge,Clatsop County,1,9.0
Stream Discharge,"Clatsop County, Oregon",5,92.0
Stream Discharge,Clear Creek County,2,12.0
Stream Discharge,"Clear Creek County, Colorado",1,18.0
Stream Discharge,"Clear Creek, Colorado",2,29.0
Stream Discharge,Clearfield,1,6.0
Stream Discharge,Clinton County,1,10.0
Stream Discharge,"Coahuila, Mexico",1,9.0
Stream Discharge,Cochise,1,35.0
Stream Discharge,Cochise County,12,195.0
Stream Discharge,"Cochise County, Arizona",30,826.0
Stream Discharge,"Cochise County, Arizona (Note: Not California)",3,31.0
Stream Discharge,"Cochise County, Arizona (document context suggests non-California location)",2,20.0
Stream Discharge,"Cochise, Arizona",1,72.0
Stream Discharge,Coconino County,118,3673.0
Stream Discharge,Coconino County (Arizona),4,119.0
Stream Discharge,"Coconino County, AZ",2,39.0
Stream Discharge,"Coconino County, AZ and Clark County, NV",1,57.0
Stream Discharge,"Coconino County, Arizona",157,5666.0
Stream Discharge,"Coconino County, Arizona (nearby to California boundary)",2,44.0
Stream Discharge,"Coconino County, Arizona; Kane County, Utah",1,8.0
Stream Discharge,"Coconino, AZ",1,69.0
Stream Discharge,"Coconino, Arizona",9,245.0
Stream Discharge,"Coconino, Arizona (inferred based on the location 'near Show Low, Ariz')",2,77.0
Stream Discharge,"Coleman County, Texas",1,9.0
Stream Discharge,Colfax County,1,9.0
Stream Discharge,"Colfax County, New Mexico",2,44.0
Stream Discharge,Colo. 12,1,8.0
Stream Discharge,Colorado,4,73.0
Stream Discharge,"Colorado (as inferred from the presence of Vallecito Creek near Bayfield, CO)",1,36.0
Stream Discharge,Colorado (out of scope for California),2,44.0
Stream Discharge,"Colorado, SE1 sec. 8, T.11 N., R.90 W.",2,34.0
Stream Discharge,"Colorado, USA",1,22.0
Stream Discharge,Colusa,15,462.0
Stream Discharge,Colusa County,339,9344.0
Stream Discharge,"Colusa County, California",1,17.0
Stream Discharge,Colusa and Yolo Basins,2,45.0
Stream Discharge,Contra Costa,35,788.0
Stream Discharge,Contra Costa County,588,16443.0
Stream Discharge,"Contra Costa County, Alameda County, San Mateo County, Santa Clara County",1,35.0
Stream Discharge,"Contra Costa County, California",2,65.0
Stream Discharge,"Contra Costa County, Marin County",1,7.0
Stream Discharge,Contra-Costa County,2,41.0
Stream Discharge,Contracosta County,3,15.0
Stream Discharge,Costa County,1,22.0
Stream Discharge,"Costilla County, Colorado",2,13.0
Stream Discharge,"Cottonwood, CA",1,33.0
Stream Discharge,County of Sacramento,1,3.0
Stream Discharge,"Crescent Mills, Georgia",1,33.0
Stream Discharge,"Cullman County, Alabama",1,20.0
Stream Discharge,"Curry County, Oregon",3,26.0
Stream Discharge,"Custer County, Colorado",2,36.0
Stream Discharge,DORADO,10,438.0
Stream Discharge,DORADO COUNTY,16,559.0
Stream Discharge,Daggett County,4,169.0
Stream Discharge,"Daggett County, Utah",1,22.0
Stream Discharge,"Dakota County, North Dakota",1,8.0
Stream Discharge,Davis County,3,97.0
Stream Discharge,"Davis County, Utah",8,146.0
Stream Discharge,"Death Valley National Park (Inyo County, California)",1,6.0
Stream Discharge,Del Norte,66,1438.0
Stream Discharge,Del Norte County,792,21088.0
Stream Discharge,"Del Norte County, CA",3,85.0
Stream Discharge,"Del Norte County, California",41,1121.0
Stream Discharge,"Del Norte County, California (inferred)",2,46.0
Stream Discharge,Delaware County,1,9.0
Stream Discharge,"Delaware County, New York",2,47.0
Stream Discharge,"Delaware County, Oregon",2,32.0
Stream Discharge,Delta,3,49.0
Stream Discharge,Delta County,12,239.0
Stream Discharge,"Delta County, California",1,18.0
Stream Discharge,"Delta County, Colorado",12,265.0
Stream Discharge,"Delta County, Colorado (inferred from Col. near Taylor Creek Plateau)",1,9.0
Stream Discharge,"Delta, Colo.",2,41.0
Stream Discharge,"Denver County, Colorado",3,18.0
Stream Discharge,Diego County,2,42.0
Stream Discharge,Dolores County,1,6.0
Stream Discharge,"Dolores County, Colorado",3,55.0
Stream Discharge,"Dolores, Colorado",2,13.0
Stream Discharge,Donna County,1,8.0
Stream Discharge,Dorada County,1,38.0
Stream Discharge,Dorado,2,89.0
Stream Discharge,Dorado County,176,5875.0
Stream Discharge,Douglas,2,88.0
Stream Discharge,Douglas County,48,1371.0
Stream Discharge,"Douglas County, California",2,66.0
Stream Discharge,"Douglas County, NEV.",1,43.0
Stream Discharge,"Douglas County, NV",11,343.0
Stream Discharge,"Douglas County, NV (near California border)",1,38.0
Stream Discharge,"Douglas County, Nevada",24,712.0
Stream Discharge,"Douglas County, Nevada (near California border)",1,25.0
Stream Discharge,"Douglas County, Nevada; Placer County, California",1,3.0
Stream Discharge,"Douglas County, Oregon",15,290.0
Stream Discharge,Duchesne,1,6.0
Stream Discharge,Duchesne County,15,322.0
Stream Discharge,Duchesne County (Utah),1,32.0
Stream Discharge,"Duchesne County, Utah",25,642.0
Stream Discharge,"Dutch John, Colorado",1,7.0
Stream Discharge,E1 Dorado County,1,38.0
Stream Discharge,EL DORADO,1,66.0
Stream Discharge,EL DORADO COUNTY,5,141.0
Stream Discharge,ELDORADO,1,14.0
Stream Discharge,Eagle County,14,264.0
Stream Discharge,"Eagle County, Colorado",7,155.0
Stream Discharge,El Dorado,81,2319.0
Stream Discharge,El Dorado County,1372,33733.0
Stream Discharge,"El Dorado County, California",14,264.0
Stream Discharge,"El Dorado County, Placer County",1,56.0
Stream Discharge,El Dorado and Placer,2,67.0
Stream Discharge,"El Dorado, California",1,9.0
Stream Discharge,"El Paso County, Colorado",2,36.0
Stream Discharge,Eldorado,10,430.0
Stream Discharge,Eldorado County,100,2015.0
Stream Discharge,"Eldorado County, California",2,66.0
Stream Discharge,"Eldorado County, Placer County",2,115.0
Stream Discharge,Elk Grove,3,115.0
Stream Discharge,Elko,2,64.0
Stream Discharge,Elko County,16,498.0
Stream Discharge,Elko County (California/Nevada border area),2,40.0
Stream Discharge,Elko County (Nevada) / Alpine County (California),2,23.0
Stream Discharge,"Elko County, Nevada",23,409.0
Stream Discharge,"Elko County, Nevada (Discharge measured in California)",2,48.0
Stream Discharge,"Elko County, Nevada (Note: Document specifies COLO but likely a typo for Nv or another nearby state)",1,18.0
Stream Discharge,"Elko County, Nevada (adjacent county in California context)",1,61.0
Stream Discharge,"Elko County, Nevada (adjacent to California)",3,45.0
Stream Discharge,"Elko County, Nevada (extends into Washoe and Placer Counties, California)",1,3.0
Stream Discharge,"Elko County, Nevada (near Gardnerville)",2,62.0
Stream Discharge,"Elko County, Nevada (near Paynesville)",1,13.0
Stream Discharge,"Elko County, Nevada (nearest known location as it's near the state border with California)",1,68.0
Stream Discharge,"Elko County, Nevada and Washoe County, California",1,9.0
Stream Discharge,Elmore County,1,9.0
Stream Discharge,Emery County,19,372.0
Stream Discharge,"Emery County, Utah",13,251.0
Stream Discharge,"Emery County, Utah (based on the proximity of Gunnison)",3,57.0
Stream Discharge,"Enterprise, Cal.",1,65.0
Stream Discharge,Esmeralda,8,171.0
Stream Discharge,Esmeralda County,3,120.0
Stream Discharge,"Esmeralda County, Nevada",7,185.0
Stream Discharge,"Esmeralda County, Nevada; Alpine County, California",1,1.0
Stream Discharge,"Esmeralda, Nevada (adjacent to California)",1,0.0
Stream Discharge,Eureka,3,41.0
Stream Discharge,Eureka County,6,112.0
Stream Discharge,"Eureka County, Nevada",1,22.0
Stream Discharge,Falls,1,8.0
Stream Discharge,Fayette,1,32.0
Stream Discharge,Ferry County (inferred based on context),1,22.0
Stream Discharge,"Ferry County, California",1,10.0
Stream Discharge,Franklin County,6,85.0
Stream Discharge,"Franklin County, Idaho",1,22.0
Stream Discharge,"Franklin County, Massachusetts",1,6.0
Stream Discharge,Fremont County,7,286.0
Stream Discharge,"Fremont County, Wyoming",7,268.0
Stream Discharge,Fresno,191,4772.0
Stream Discharge,Fresno County,1584,41406.0
Stream Discharge,Fresno County (approximation based on Sierra Nevada location),2,47.0
Stream Discharge,"Fresno County, CA",1,33.0
Stream Discharge,"Fresno County, California",48,1288.0
Stream Discharge,"Fresno County, California and Kings County, California",2,27.0
Stream Discharge,"Fresno County, Merced County, Stanislaus County",1,22.0
Stream Discharge,"Fresno County, Tulare County",2,40.0
Stream Discharge,"Fresno, Madera, Merced, and Stanislaus Counties (inferred)",1,30.0
Stream Discharge,GLEN ELLEN (within Lake County and Sonoma County boundaries),2,66.0
Stream Discharge,GLOUCESTER,1,40.0
Stream Discharge,Gallupville (likely an error for Yolo County),2,44.0
Stream Discharge,Galt,2,50.0
Stream Discharge,Garfield County,15,541.0
Stream Discharge,"Garfield County, CO",3,67.0
Stream Discharge,"Garfield County, Colorado",11,343.0
Stream Discharge,"Garfield County, Utah",2,19.0
Stream Discharge,General California Watershed,2,54.0
Stream Discharge,Georgia (Ga),1,9.0
Stream Discharge,Georgia (Inferred from Eastern Gulf of Mexico context),1,9.0
Stream Discharge,Gila County,36,829.0
Stream Discharge,"Gila County, Arizona",93,2903.0
Stream Discharge,"Gila County, Arizona (Note: document is from California, so this inference pertains to location not in California.)",1,73.0
Stream Discharge,"Glacier County, Montana",1,9.0
Stream Discharge,Gleason,2,44.0
Stream Discharge,Glen County,9,196.0
Stream Discharge,Glenn,8,173.0
Stream Discharge,Glenn County,297,7942.0
Stream Discharge,"Glenn County, California",3,48.0
Stream Discharge,Glenwood County,1,12.0
Stream Discharge,Glenwood County (inference based on location name),1,69.0
Stream Discharge,"Glenwood County, CO (inferred from Glenwood Springs location)",1,70.0
Stream Discharge,"Glenwood County, CO (inferred)",1,34.0
Stream Discharge,"Glenwood County, Colo.",1,69.0
Stream Discharge,"Glenwood County, Colorado",5,188.0
Stream Discharge,"Glenwood County, Colorado (inferred based on location)",2,69.0
Stream Discharge,"Glenwood County, Colorado (inferred from document title and location)",1,70.0
Stream Discharge,"Glenwood Springs is located in Garfield County, Colorado.",1,70.0
Stream Discharge,"Glenwood Springs, Colo.",1,68.0
Stream Discharge,"Glenwood Springs, Garfield County",1,34.0
Stream Discharge,"Glenwood Springs, Garfield County, Colorado",1,22.0
Stream Discharge,Gonzales County,1,41.0
Stream Discharge,Graham,1,22.0
Stream Discharge,Graham County,11,252.0
Stream Discharge,"Graham County, Arizona",25,797.0
Stream Discharge,"Graham County, Arizona (Closest known area)",1,30.0
Stream Discharge,Grand County,43,934.0
Stream Discharge,"Grand County, Colorado",38,848.0
Stream Discharge,"Grand County, Utah",21,302.0
Stream Discharge,Grand Junction,1,58.0
Stream Discharge,Grant County,8,197.0
Stream Discharge,"Grant County, New Mexico",12,353.0
Stream Discharge,Grayson County,1,6.0
Stream Discharge,"Great Basin Region, Utah",1,22.0
Stream Discharge,Green River Basin,1,15.0
Stream Discharge,"Green River basin, Wyoming region",1,10.0
Stream Discharge,Greenlee County,7,139.0
Stream Discharge,"Greenlee County, Arizona",19,643.0
Stream Discharge,"Greenlee County, Arizona; Hidalgo County, New Mexico",2,29.0
Stream Discharge,"Greenlee County, New Mexico",2,30.0
Stream Discharge,Gunnison County,7,68.0
Stream Discharge,"Gunnison County, Colorado",17,259.0
Stream Discharge,"Gunnison County, UTAH",1,22.0
Stream Discharge,"Gunnison, Utah",1,17.0
Stream Discharge,HUMBOLDT,2,66.0
Stream Discharge,HUMBOLDT COUNTY,5,197.0
Stream Discharge,"HUMBOLDT COUNTY, CALIFORNIA",1,79.0
Stream Discharge,Harney County,6,117.0
Stream Discharge,"Harney County, Oreg.",1,31.0
Stream Discharge,"Harney County, Oregon",25,415.0
Stream Discharge,"Harney County, Oregon (Note: Inference from location; not California)",3,49.0
Stream Discharge,"Hidalgo County, New Mexico",4,52.0
Stream Discharge,"Hoopa Valley Tribe, California",1,9.0
Stream Discharge,Humboldt,154,4188.0
Stream Discharge,Humboldt County,2236,56799.0
Stream Discharge,"Humboldt County, Calif.",1,56.0
Stream Discharge,"Humboldt County, California",73,2259.0
Stream Discharge,"Humboldt County, California (near Arcata)",1,90.0
Stream Discharge,Humboldt and Del Norte Counties,1,8.0
Stream Discharge,"Humboldt, Trinity",1,18.0
Stream Discharge,"Hunterdon County, NJ",1,5.0
Stream Discharge,Idaho,4,34.0
Stream Discharge,Idaho County,1,89.0
Stream Discharge,"Idaho County, Idaho",7,118.0
Stream Discharge,"Idaho County, Idaho (near Montpelier)",2,57.0
Stream Discharge,Imperial,47,1277.0
Stream Discharge,Imperial County,835,24641.0
Stream Discharge,Imperial County and San Diego County,1,10.0
Stream Discharge,"Imperial County, AZ and CA",1,33.0
Stream Discharge,"Imperial County, AZ-CA border region",1,87.0
Stream Discharge,"Imperial County, Arizona",1,40.0
Stream Discharge,"Imperial County, CA",46,1485.0
Stream Discharge,"Imperial County, CA (based on proximity to Blythe, California)",1,38.0
Stream Discharge,"Imperial County, CA (inferred based on location within the Colorado River basin in California)",1,66.0
Stream Discharge,"Imperial County, CA (near Parker Dam on the Colorado River)",1,53.0
Stream Discharge,"Imperial County, CA (near the California border with Arizona and Nevada)",2,25.0
Stream Discharge,"Imperial County, CA (near the location of Colorado River downstream from Imperial Dam)",2,74.0
Stream Discharge,"Imperial County, CA and Yuma County, AZ (approximate)",1,22.0
Stream Discharge,"Imperial County, CA or Yuma County, AZ (near the border)",1,31.0
Stream Discharge,"Imperial County, California",178,5153.0
Stream Discharge,"Imperial County, California (based on known path of Colorado River in California)",1,42.0
Stream Discharge,"Imperial County, California (inferred based on location of Parker Dam and typical flow paths)",1,37.0
Stream Discharge,"Imperial County, California (inferred based on location of the Colorado River in California)",1,22.0
Stream Discharge,"Imperial County, California (inferred based on location)",1,54.0
Stream Discharge,"Imperial County, California (proximity to the border with Arizona)",2,27.0
Stream Discharge,"Imperial County, Riverside County",1,30.0
Stream Discharge,"Imperial County, Riverside County, San Diego County (part of Colorado River basin in California)",1,11.0
Stream Discharge,"Imperial County, Riverside County, or San Diego County (California)",1,14.0
Stream Discharge,"Imperial, California",2,128.0
Stream Discharge,"Imperial, Riverside",1,9.0
Stream Discharge,"Imperial, Riverside, San Bernardino (inferred)",2,14.0
Stream Discharge,Implied from context of San Diego County and proximity to Pala,1,17.0
Stream Discharge,"Independence County, California (inferred)",1,13.0
Stream Discharge,Indiana,1,9.0
Stream Discharge,Inferred,9,179.0
Stream Discharge,Inferred County Based on Location Data,1,39.0
Stream Discharge,Inferred County based on nearest townships and ranges,1,33.0
Stream Discharge,"Inferred County: Mohave County, Arizona or Washington County, Utah (proximity to Santa Clara, Utah)",1,7.0
Stream Discharge,Inferred as Butte County,2,19.0
Stream Discharge,Inferred as part of California (originally Oregon),2,46.0
Stream Discharge,Inferred as part of California-wide study,2,66.0
Stream Discharge,Inferred based on context (likely Monterey County),1,36.0
Stream Discharge,Inferred based on location,2,155.0
Stream Discharge,Inferred based on location data,2,16.0
Stream Discharge,Inferred based on location data and context within California,2,35.0
Stream Discharge,Inferred based on upstream drainage area and location characteristics,1,18.0
Stream Discharge,"Inferred from 'Cal.' for California, specific county not mentioned",1,66.0
