doc_id,page_number,table_number,water_type_final,county_spatial,actual_county,inferred_county,llm_ca_counties,consistency
2246,295,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,296,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,296,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,297,1,Stream Discharge,Orange,Orange County,,orange,match
2246,298,1,Stream Discharge,San Luis Obispo,San Luis Obispo County,,san luis obispo,match
2246,300,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,300,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,301,1,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,301,2,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,302,1,Stream Discharge,Los Angeles,,Los Angeles County,los angeles,match
2246,303,1,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,303,2,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,304,1,Stream Discharge,Santa Cruz,Santa Cruz County,Santa Cruz County,santa cruz,match
2246,304,2,Stream Discharge,Santa Cruz,Santa Cruz County,Santa Cruz County,santa cruz,match
2246,305,1,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,305,2,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,306,1,Stream Discharge,San Bernardino,Los Angeles County,Los Angeles County,los angeles,mismatch
2246,306,2,Stream Discharge,San Bernardino,Los Angeles County,Los Angeles County,los angeles,mismatch
2246,306,3,Stream Discharge,San Bernardino,Los Angeles County,Los Angeles County,los angeles,mismatch
2246,307,1,Stream Discharge,San Bernardino,Riverside County,,riverside,mismatch
2246,307,2,Stream Discharge,San Bernardino,Riverside County,,riverside,mismatch
2246,308,1,Stream Discharge,Riverside,Riverside County,Riverside County,riverside,match
2246,308,2,Stream Discharge,Riverside,Riverside County,Riverside County,riverside,match
2246,308,3,Stream Discharge,Riverside,Riverside County,Riverside County,riverside,match
2246,309,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,310,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,310,2,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,311,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,311,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,312,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,313,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,314,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,314,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,315,1,Stream Discharge,Riverside,San Bernardino County,San Bernardino County,san bernardino,mismatch
2246,318,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,318,2,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,319,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,319,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,320,1,Stream Discharge,San Bernardino,San Bernardino,San Bernardino,san bernardino,match
2246,320,2,Stream Discharge,San Bernardino,San Bernardino,San Bernardino,san bernardino,match
2246,321,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,322,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,323,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,323,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,324,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,324,2,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,326,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,327,1,Stream Discharge,San Bernardino,San Bernardino,San Bernardino,san bernardino,match
2246,328,1,Stream Discharge,San Bernardino,Riverside County,,riverside,mismatch
2246,329,1,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,329,2,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,330,1,Stream Discharge,Riverside,Riverside County,Riverside County,riverside,match
2246,332,1,Reservoir,Orange,Orange County,,orange,match
2246,334,1,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,336,1,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,336,2,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,337,1,Stream Discharge,,Los Angeles County,,los angeles,no_spatial
2246,337,2,Stream Discharge,,Los Angeles County,,los angeles,no_spatial
2246,338,1,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,338,2,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,339,1,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,339,2,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,340,1,Stream Discharge,Los Angeles,,Los Angeles County,los angeles,match
2246,342,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,342,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,343,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,345,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,346,1,Stream Discharge,San Bernardino,Los Angeles County,Los Angeles County,los angeles,mismatch
2246,347,1,Stream Discharge,San Bernardino,San Bernardino,San Bernardino,san bernardino,match
2246,348,1,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,348,2,Stream Discharge,San Bernardino,San Bernardino County,San Bernardino County,san bernardino,match
2246,349,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,351,1,Stream Discharge,San Bernardino,Los Angeles County,Los Angeles County,los angeles,mismatch
2246,352,1,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,353,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,353,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,354,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,355,1,Stream Discharge,Orange,,Orange County,orange,match
2246,356,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,357,1,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,359,1,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,359,2,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,360,1,Stream Discharge,Orange,Orange County,,orange,match
2246,362,1,Stream Discharge,Orange,Orange County,Orange County,orange,match
2246,363,1,Stream Discharge,Orange,,Orange County,orange,match
2246,364,1,Stream Discharge,Orange,Los Angeles County,,los angeles,mismatch
2246,365,1,Stream Discharge,Orange,,Orange County,orange,match
2246,365,2,Irrigation,Orange,,Orange County,orange,match
2246,366,1,Stream Discharge,Riverside,Orange County,Orange County,orange,mismatch
2246,367,1,Stream Discharge,Orange,Orange County,,orange,match
2246,367,2,Stream Discharge,Orange,Orange County,,orange,match
2246,368,1,Stream Discharge,Santa Clara,,Santa Clara County,santa clara,match
2246,369,1,Groundwater,Imperial,,Imperial County,imperial,match
2246,370,1,Stream Discharge,Riverside,,Riverside County,riverside,match
2246,371,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,371,2,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,372,1,Stream Discharge,San Bernardino,San Bernardino County,,san bernardino,match
2246,373,1,Stream Discharge,San Bernardino,,San Bernardino County,san bernardino,match
2246,374,1,Stream Discharge,San Bernardino,,San Bernardino County,san bernardino,match
2246,375,1,Stream Discharge,Riverside,Riverside County,,riverside,match
2246,376,1,Stream Discharge,San Bernardino,Orange County,,orange,mismatch
2246,377,1,Stream Discharge,Riverside,San Bernardino County,San Bernardino County,san bernardino,mismatch
2246,378,1,Stream Discharge,San Bernardino,Riverside,Riverside,riverside,mismatch
2246,379,1,Stream Discharge,Riverside,Riverside County,Riverside County,riverside,match
2246,380,1,Stream Discharge,Riverside,,San Bernardino County,san bernardino,mismatch
2246,381,1,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,383,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,384,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,384,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,386,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,387,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,388,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,388,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,389,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,389,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,391,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,391,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,391,3,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,392,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,392,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,393,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,393,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,394,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,395,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,396,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,396,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,397,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,397,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,398,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,398,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,399,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,399,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,400,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,400,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,401,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,403,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,404,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,404,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,405,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,407,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,407,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,408,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,409,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,410,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,411,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,412,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,414,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,414,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,415,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,415,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,416,1,Stream Discharge,San Bernardino,Los Angeles County,,los angeles,mismatch
2246,417,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,418,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,419,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,420,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,421,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,422,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,423,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,424,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,425,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,426,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,427,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,427,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,427,3,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,428,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,428,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,429,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,429,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,430,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,430,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,431,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,431,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,435,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,436,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,436,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,437,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,438,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,438,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,443,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,443,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,444,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,444,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,444,3,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,445,1,Stream Discharge,Los Angeles,,Los Angeles County,los angeles,match
2246,446,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,447,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,447,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,448,1,Stream Discharge,Los Angeles,Los Angeles,Los Angeles,los angeles,match
2246,450,1,Groundwater,Los Angeles,Los Angeles County,,los angeles,match
2246,451,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,456,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,456,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,457,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,457,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,458,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,458,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,460,1,Stream Discharge,Los Angeles,"Los Angeles County, California",,los angeles,match
2246,461,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,461,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,462,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,462,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,465,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,465,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,466,1,Stream Discharge,,Los Angeles County,,los angeles,no_spatial
2246,467,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,467,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,468,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,468,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,469,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,470,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,471,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,472,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,473,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,473,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,474,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,474,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,475,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,475,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,476,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,476,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,477,1,Stream Discharge,Los Angeles,Los Angeles,,los angeles,match
2246,478,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,480,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,480,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,481,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,481,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,482,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,484,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,484,2,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,485,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,486,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,487,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,488,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,489,1,Stream Discharge,,Los Angeles County,,los angeles,no_spatial
2246,490,1,Stream Discharge,,Los Angeles County,,los angeles,no_spatial
2246,491,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,491,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,492,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,492,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,493,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,494,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,495,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,495,2,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2246,498,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,498,2,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,499,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,499,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,500,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,500,2,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,501,1,Stream Discharge,Santa Barbara,Ventura County,,ventura,mismatch
2246,503,1,Stream Discharge,Ventura,Ventura,Ventura,ventura,match
2246,503,2,Stream Discharge,Ventura,Ventura,Ventura,ventura,match
2246,504,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,504,2,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,505,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,505,2,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,509,1,Stream Discharge,Ventura,Not Provided,Los Angeles County,los angeles,mismatch
2246,509,2,Stream Discharge,Ventura,Not Provided,Los Angeles County,los angeles,mismatch
2246,510,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,510,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,511,1,Stream Discharge,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,512,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,513,1,Stream Discharge,Ventura,Ventura,Ventura,ventura,match
2246,514,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,515,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,515,2,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,516,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,516,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,517,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,517,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,518,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,518,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,519,1,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,519,2,Stream Discharge,Ventura,Ventura County,Ventura County,ventura,match
2246,520,1,Stream Discharge,Ventura,Ventura County,,ventura,match
2246,521,1,Stream Discharge,,Santa Barbara County,,santa barbara,no_spatial
2246,524,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,525,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,525,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,527,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,527,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,530,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,531,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,534,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,535,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,535,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,536,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,537,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,537,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,537,3,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,539,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,539,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,540,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,542,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,542,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,543,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,544,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,545,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,545,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,545,3,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,546,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,546,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,548,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,548,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,549,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,549,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,551,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,551,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,552,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,553,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,553,2,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,553,3,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,554,1,Stream Discharge,Santa Barbara,Santa Barbara County,,santa barbara,match
2246,556,1,Stream Discharge,,Santa Barbara County,Santa Barbara County,santa barbara,no_spatial
2246,558,1,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,558,2,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,558,3,Stream Discharge,Santa Barbara,Santa Barbara County,Santa Barbara County,santa barbara,match
2246,559,1,Precipitation,Los Angeles,Los Angeles County,Los Angeles County,los angeles,match
2246,562,1,Stream Discharge,,Los Angeles County,,los angeles,no_spatial
2246,563,1,Stream Discharge,Los Angeles,Los Angeles County,,los angeles,match
2247,23,1,Stream Discharge,Tehama,Tehama County,,tehama,match
2247,23,2,Stream Discharge,Tehama,Tehama County,,tehama,match
2247,24,1,Stream Discharge,Tehama,Modoc County,,modoc,mismatch
2247,24,2,Stream Discharge,Tehama,Modoc County,,modoc,mismatch
2247,25,1,Stream Discharge,Butte,Butte County,Butte County,butte,match
2247,25,2,Stream Discharge,Butte,Butte County,Butte County,butte,match
2247,26,1,Stream Discharge,Butte,Butte County,Butte County,butte,match
2247,26,2,Stream Discharge,Butte,Butte County,Butte County,butte,match
2247,27,1,Stream Discharge,Yuba,Butte County,Butte County,butte,mismatch
2247,27,2,Stream Discharge,Yuba,Butte County,Butte County,butte,mismatch
2247,28,1,Stream Discharge,Calaveras,Calaveras County,Calaveras County,calaveras,match
2247,28,2,Stream Discharge,Calaveras,Calaveras County,Calaveras County,calaveras,match
2247,29,1,Stream Discharge,El Dorado,El Dorado County,El Dorado County,el dorado,match
2247,29,2,Stream Discharge,El Dorado,El Dorado County,El Dorado County,el dorado,match
2247,31,1,Stream Discharge,Yolo,Yolo County,Yolo County,yolo,match
2247,31,2,Stream Discharge,Yolo,Yolo County,Yolo County,yolo,match
2247,32,1,Stream Discharge,Napa,Yolo County,,yolo,mismatch
2247,32,2,Stream Discharge,Napa,Yolo County,,yolo,mismatch
2247,35,1,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,35,2,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,1,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,2,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,3,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,4,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,5,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,6,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,7,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,39,8,Stream Discharge,Shasta,Shasta County,,shasta,match
2247,40,1,Stream Discharge,Tehama,,"Tehama County, California",tehama,match
2247,40,2,Stream Discharge,Tehama,,"Tehama County, California",tehama,match
