id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,data_source,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source,in_california
3994,39,,,40.5,-111.6667,Utah,[],Provo River,Wasatch County,,,,,Stream Discharge,['Provo River'],main,3994_39,40.5,-111.6667,Stream discharge,,,,,UNPARSED,,True,40.5,-111.6667,actual_latitude,actual_longitude,actual,False
1606,359,,,42.583333,-121.85,"Near Chiloquin, Oregon; 11 miles east of Chiloquin and 4 miles upstream from Modoc Point canal intake.","['NW1 sec. 35, T. 34 S., R. 7 E.']",Sprague River near Chiloquin,,"Klamath County, Oregon",08/01/1931-09/30/1938,Daily,second-feet,Stream Discharge,"['Sprague River', 'stream discharge', 'water-stage recorder', 'gage height']",main,1606_359,42.583333,-121.85,Stream discharge,,1931,1938,[1931 1938],EXACT_RANGE,,False,42.583333,-121.85,actual_latitude,actual_longitude,actual,False
56404,413,,,42.3773,-121.6984,"Orleans, Klamath County, California",[],KLAMATH RIVER AT ORLEANS,"Klamath County, California",,10/01/1975-09/30/1976,Daily,DEG. C (Degrees Celsius),Stream Discharge,"['Temperature', 'Water Year']",main,56404_413,42.3773,-121.6984,Stream discharge,,1975,1976,[1975 1976],EXACT_RANGE,,False,42.3773,-121.6984,actual_latitude,actual_longitude,actual,False
3150,145,36.7425,-108.2333,,,"Farmington, New Mexico",[],ANIMAS RIVER AT FARMINGTON,,"San Juan County, New Mexico",05/20/1967-09/30/1967,"varies per period (e.g., May 20-31 to June 30; July 1-5)","{'pH': None, 'Specific_Conductance': 'micro-mhos at 25°C', 'Sodium_Adsorption_Ratio': None, 'Hardness_as_CaCO3': 'mg/L', 'Dissolved_Solids_Tons_Per_Day': 'tons/day', 'Dissolved_Solids_Tons_Per_Acre_Foot': 'tons per acre-foot', 'Parts_per_Million': 'ppm', 'Boron': None, 'Nitrate': None, 'Fluoride': None, 'Chloride': None, 'Sulfate': None, 'Carbonate': None, 'Bicarbonate': None, 'Potassium': None, 'Sodium': None, 'Magnesium': None, 'Calcium': None, 'Iron': None, 'Silica': None, 'Mean_Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Chemical analyses', 'water year October 1966 to September 1967', 'pH', 'Specific conductance', 'Sodium adsorption ratio', 'Hardness as CaCO3', 'Dissolved solids', 'Boron', 'Nitrate', 'Fluoride', 'Chloride', 'Sulfate', 'Carbonate', 'Bicarbonate', 'Potassium', 'Sodium', 'Magnesium', 'Calcium', 'Iron', 'Silica', 'Mean discharge']",main,3150_145,36.7425,-108.2333,Stream discharge,,1967,1967,[1967],SINGLE_YEAR,,False,36.7425,-108.2333,inferred_latitude,inferred_longitude,inferred,False
199,172,,,36.723611,-108.225,"36°43'25"" N, 108°13'30"" W",[],SAN JUAN RIVER,San Juan County,,"{'Chemical analyses': 'May 1962 to September 1966', 'Water temperatures': 'June 1962 to September 1966'}",Daily to monthly (depending on the specific measurement period),"{'Chemical analyses': ['ppm', 'micromhos'], 'Water temperature': ['°F'], 'Discharge': ['cfs']}",Stream Discharge,"['Dissolved solids', 'Hardness', 'Specific conductance', 'Discharge', 'Chemical analyses']",main,199_172,36.723611,-108.225,Stream discharge,,1962,1966,[1962 1966],EXACT_RANGE,,False,36.723611,-108.225,actual_latitude,actual_longitude,actual,False
2913,432,42.016667,-120.016667,42.016667,-120.016667,"near Warner Lake, Oreg., half a mile north of California-Oregon State line","['sec. 21, T. 41 S. R. 23 E.']","Fifteenmile Creek near Warner Lake, Oreg.",,Siskiyou,1913-01/01/1913-09/30/1919,Monthly and Yearly,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",Stream Discharge,"['Monthly and yearly mean discharge', 'runoff in acre-feet', 'maximum observed']",main,2913_432,42.016667,-120.016667,Stream discharge,,1913,1919,[1913 1919],EXACT_RANGE,,False,42.016667,-120.016667,actual_latitude,actual_longitude,actual,False
1553,17,43.6,-70.4,,,Maine,[],Machias River at Whitneyville,,"York County, Maine",1903-01-01-1920-12-31,Monthly to yearly depending on the specific data in each report,"second-feet for mean discharge; other reports include gage heights, and measurements",Stream Discharge,"['Monthly discharge', 'gage heights', 'measurements', 'ratings']",main,1553_17,43.6,-70.4,Stream discharge,,1903,1920,[1903 1920],EXACT_RANGE,,False,43.6,-70.4,inferred_latitude,inferred_longitude,inferred,False
499,209,,,42.1167,-120.6,"Staff gage at highway bridge half a mile below mouth of Willow Creek, 1 mile below Drew Creek Dam, and 13 miles southwest of Lakeview.","['SE1 sec. 4', 'T. 40 S.', 'R. 18 E.']",Drew Creek near Lakeview,,Lake,"January 1909 to September 1930, October 1925 to September 1936","Daily (March 1-9), approximately twice a week for other periods",second-feet,Stream Discharge,"['Discharge', 'Drew Creek Dam', 'North Drew Canal', 'Goose Lake Valley Irrigation Co.', 'Staff gage']",main,499_209,42.1167,-120.6,Stream discharge,,1909,1936,[1909 1925 1930 1936],MULTI_YEARS_OR_RANGES,,False,42.1167,-120.6,actual_latitude,actual_longitude,actual,False
2249,385,42.7,-117.7,,,"Near Olene, Oreg.","['T. 39 S., R. 10 E., sec. 32']",Lost River,"Malheur County, Oregon",,10/01/1911-03/31/1912,Daily,"{'Gage_Height': 'feet', 'Discharge': 'second-feet'}",Stream Discharge,"['Daily gage height', 'stream discharge', 'Lost River']",main,2249_385,42.7,-117.7,Stream discharge,,1911,1912,[1911 1912],EXACT_RANGE,,False,42.7,-117.7,inferred_latitude,inferred_longitude,inferred,False
251,441,,,34.35,-111.7,"near Camp Verde, Ariz.","['T. 11 N., R. 6 E., sec. 36']",Verde River near Camp Verde,Yavapai County,,10/01/1936-09/30/1938,Monthly and Annual,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Runoff', 'Acre-feet', 'Second-foot-days']",main,251_441,34.35,-111.7,Stream discharge,,1936,1938,[1936 1938],EXACT_RANGE,,False,34.35,-111.7,actual_latitude,actual_longitude,actual,False
1607,251,,,42.233333,-120.5,"200 yards downstream from Cottonwood Reservoir and 10 miles northwest of Lakeview, Oregon","['SW1 sec. 29, T. 38 S., R. 19 E.']",Cottonwood Creek near Lakeview,"Harney County, Oregon",,10/01/1938-09/30/1939,Daily,second-feet,Stream Discharge,"['stream discharge', 'Cottonwood Creek', 'water-stage recorder', 'discharge measurement']",main,1607_251,42.233333,-120.5,Stream discharge,,1938,1939,[1938 1939],EXACT_RANGE,,False,42.233333,-120.5,actual_latitude,actual_longitude,actual,False
1276,192,36.5997,-111.5381,,,"Lees Ferry, Arizona",[],Colorado River at Lees Ferry,,"Coconino County, Arizona",01/01/1895-12/31/1938,Annual,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['Discharge', 'Runoff']",main,1276_192,36.5997,-111.5381,Stream discharge,,1895,1938,[1895 1912 1938],MULTI_YEARS_OR_RANGES,,False,36.5997,-111.5381,inferred_latitude,inferred_longitude,inferred,False
2447,401,34.2,-113.13,,,"Near Sawyer Dam Site, 17 miles west of Congress, and 25 miles upstream from the mouth","['T.10 N., R.9 W., SE sec. 13']","Colorado River Main Stem near Topock, Ariz.",,"La Paz County, Arizona","Apr. 16, 1948 - Apr. 15, 1962","Variable, typically monthly or biweekly for peak discharges","{'Gage_height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage height', 'Discharge']",main,2447_401,34.2,-113.13,Stream discharge,,1948,1962,[1948 1962],EXACT_RANGE,,False,34.2,-113.13,inferred_latitude,inferred_longitude,inferred,False
2447,401,34.2,-113.13,,,0.6 mile upstream from Sawyer damsite,"['T.10 N., R.9 W., NW SE sec. 13']","Date Creek near Congress, Ariz.",,"La Paz County, Arizona","Sept. 3, 1940 - Feb. 24, 1944","Variable, typically monthly for peak stages and discharges","{'Gage_height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage height', 'Discharge']",main,2447_401,34.2,-113.13,Stream discharge,,1940,1944,[1940 1944],EXACT_RANGE,,False,34.2,-113.13,inferred_latitude,inferred_longitude,inferred,False
2447,401,34.3,-113.52,,,Half a mile upstream from confluence with Big Sandy River,"['T.11 N., R.12 W., NE+SW1 sec 9']","Santa Maria River near Alamo, Ariz.",,"La Paz County, Arizona",,,{'Gage_height': 'feet'},Stream Discharge,['Gage height'],main,2447_401,34.3,-113.52,Stream discharge,,,,,UNPARSED,,True,34.3,-113.52,inferred_latitude,inferred_longitude,inferred,False
3144,507,33.4518,-112.3291,,,"near Avondale, Ariz.",[],Buckeye Canal near Avondale,,"Maricopa County, Arizona",10/01/1963-09/30/1964,Daily,Cubic Feet Per Second,Stream Discharge,"['Buckeye Canal', 'Stream Discharge']",main,3144_507,33.4518,-112.3291,Stream discharge,,1963,1964,[1963 1964],EXACT_RANGE,,False,33.4518,-112.3291,inferred_latitude,inferred_longitude,inferred,False
3144,507,33.4518,-112.3291,,,,[],Buckeye feeder ditch,,"Maricopa County, Arizona",10/01/1963-09/30/1964; 10/01/1964-09/30/1965,Annual and Monthly Totals,Acre-Feet,Stream Discharge,"['Buckeye feeder ditch', 'Acre-feet']",main,3144_507,33.4518,-112.3291,Stream discharge,,1963,1965,[1963 1964 1965],MULTI_YEARS_OR_RANGES,,False,33.4518,-112.3291,inferred_latitude,inferred_longitude,inferred,False
3144,507,33.4518,-112.3291,,,,[],Pumpage into Buckeye Canal,,"Maricopa County, Arizona",10/01/1963-09/30/1964; 10/01/1964-09/30/1965,Annual and Monthly Totals,Acre-Feet,Irrigation,"['Pumpage', 'Acre-feet']",main,3144_507,33.4518,-112.3291,Irrigation,,1963,1965,[1963 1964 1965],MULTI_YEARS_OR_RANGES,,False,33.4518,-112.3291,inferred_latitude,inferred_longitude,inferred,False
3144,463,,,33.9875,-111.7125,"Verde River at Horseshoe Dam, Ariz.","['T.7 N., R.6 E., sec.2']",Horseshoe Reservoir,,"Gila County, Arizona",07/1939-09/1965,Daily,acre-feet,Reservoir,"['Horseshoe Dam', 'reservoir system', 'Verde River']",main,3144_463,33.9875,-111.7125,Reservoir,,1939,1965,[1939 1965],EXACT_RANGE,,False,33.9875,-111.7125,actual_latitude,actual_longitude,actual,False
3144,463,,,33.81666667,-111.63333333,"Verde River at Bartlett Dam, Ariz.","['T.6 N., R.7 E., sec.34']",Bartlett Reservoir,,"Gila County, Arizona",07/1939-09/1965,Daily,acre-feet,Reservoir,"['Bartlett Dam', 'reservoir system', 'Verde River']",main,3144_463,33.81666667,-111.63333333,Reservoir,,1939,1965,[1939 1965],EXACT_RANGE,,False,33.81666667,-111.63333333,actual_latitude,actual_longitude,actual,False
3150,200,,,36.890833,-113.925,"0.4 mile downstream from Beaver Dam Wash, 0.4 mile upstream from Littlefield, Mohave County, and 36 miles upstream from the waterline of Lake Mead at elevation 1,221 feet above mean sea level.",[],Virgin River at Littlefield,"Mohave County, Arizona",,10/01/1966-01/27/1967,Daily,"{'pH': '', 'Specific Conductance': 'micromhos at 25°C', 'Sodium Absorption Ratio': '', 'Hardness as CaCO3 Non-Carbonate and Calcium, Magnesium': 'mg/L', 'Dissolved Solids': 'parts per million (ppm) and tons', 'Chloride (Cl)': 'ppm', 'Sulfate (SO4)': 'ppm', 'Boron (B)': '', 'Nitrate (NO3)': '', 'Fluoride (F)': '', 'Potassium (K)': 'mg/L', 'Sodium (Na)': 'mg/L', 'Magnesium (Mg)': 'mg/L', 'Calcium (Ca)': 'mg/L', 'Iron (Fe)': 'mg/L', 'Silica (SiO2)': '', 'Mean Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['stream discharge', 'gaging station', 'sediment records', 'chemical analyses', 'water temperatures']",main,3150_200,36.890833,-113.925,Stream discharge,,1966,1967,[1966 1967],EXACT_RANGE,,False,36.890833,-113.925,actual_latitude,actual_longitude,actual,False
199,237,,,33.2513889,-108.8777778,"upstream from Glenwood, NM",[],GILA RIVER,"Catron County, New Mexico",,10/19/1965-09/06/1966,varied dates between October 1965 to September 1966,"{'pH': '', 'Specific_conductance': 'micro-mhos at 25°C', 'Sodium_adoption_ratio': '', 'Hardness_as_CaCO3': 'mg/L', 'Dissolved_solids': 'parts per million', 'Boron': 'ppm', 'Nitrate_NO3': 'ppm', 'Fluoride': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Carbonate': 'ppm', 'Bicarbonate': 'ppm', 'Potassium': 'ppm', 'Sodium': 'ppm', 'Magnesium': 'ppm', 'Calcium': 'ppm', 'Iron': 'ppm', 'Silica_SIO2': 'ppm', 'Discharge': 'cfs'}",Stream Discharge,"['pH', 'Specific conductance', 'Sodium', 'Potassium', 'Hardness', 'Dissolved solids', 'Boron', 'Nitrate', 'Fluoride', 'Chloride', 'Sulfate', 'Carbonate', 'Bicarbonate', 'Magnesium', 'Calcium', 'Iron', 'Silica', 'Discharge']",main,199_237,33.2513889,-108.8777778,Stream discharge,,1965,1966,[1965 1966],EXACT_RANGE,,False,33.2513889,-108.8777778,actual_latitude,actual_longitude,actual,False
2063,116,,,38.742,-112.113,"Near Thurber, Utah",[],Fremont River,"Kane County, Utah",,"May 13, 1909-09/30, 1913",Monthly,second-feet for discharge; acre-feet for run-off,Stream Discharge,"['Monthly discharge', 'second-feet', 'acre-feet']",main,2063_116,38.742,-112.113,Stream discharge,,1909,1913,[1909 1913],EXACT_RANGE,,False,38.742,-112.113,actual_latitude,actual_longitude,actual,False
2063,116,38.65,-112.15,,,"About 4 miles north of Fish Lake, the source of Fremont River",[],Johnson Reservoir,,,,,acre-feet,Reservoir,"['Artificial regulation', 'capacity']",main,2063_116,38.65,-112.15,Reservoir,,,,,UNPARSED,,True,38.65,-112.15,inferred_latitude,inferred_longitude,inferred,False
3089,496,,,42.9603,-122.0985,"Near Crater Lake, Oregon",[],Crater Lake,Not Applicable (Oregon),"Klamath County, California",10/01/1964-09/30/1965,Daily,Feet,Reservoir,"['Elevation', 'Feet', 'Water Year', 'Crater Lake']",main,3089_496,42.9603,-122.0985,Reservoir,,1964,1965,[1964 1965],EXACT_RANGE,,False,42.9603,-122.0985,actual_latitude,actual_longitude,actual,False
1744,202,42.266,-120.516,,,"Near Lakeview, Oreg.","['T. 40 S., R. 18 E., sec. 3']",Drews Creek,,"Lake County, Oregon",10/01/1914-09/30/1914,Monthly,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['Monthly discharge', 'Drews Creek', 'Lakeview', 'acre-feet']",main,1744_202,42.266,-120.516,Stream discharge,,1914,1914,[1914],SINGLE_YEAR,,False,42.266,-120.516,inferred_latitude,inferred_longitude,inferred,False
1744,202,42.266,-120.516,,,"Near Lakeview, Oreg.","['T. 40 S., R. 18 E., sec. 3', 'SE. 1/4 sec. 5']",North Drews Canal,,"Lake County, Oregon",03/18/1914-09/30/1914,Specific dates in 1914,{'Discharge': 'second-feet'},Stream Discharge,"['North Drews Canal', 'Lakeview', 'discharge measurements', 'irrigation']",main,1744_202,42.266,-120.516,Stream discharge,,1914,1914,[1914],SINGLE_YEAR,,False,42.266,-120.516,inferred_latitude,inferred_longitude,inferred,False
3150,56,,,39.5436,-107.329,"Glenwood Springs, Colorado",[],ROARING FORK RIVER,"Garfield County, CO",,10/01/1966-05/31/1967,Daily,"{'Dissolved_solids': 'ppm', 'Hardness': 'ppm', 'Specific_conductance': 'micromhos at 25°C', 'pH': '', 'Sodium_absorption_ratio': '', 'Mean_discharge': 'cfs'}",Stream Discharge,"['Chemical analyses', 'Water temperatures', 'Specific conductance', 'Sodium', 'Hardness']",main,3150_56,39.5436,-107.329,Stream discharge,,1966,1967,[1966 1967],EXACT_RANGE,,False,39.5436,-107.329,actual_latitude,actual_longitude,actual,False
1141,191,42.7319,-121.7333,,,"Klamath Falls, Oreg.","['T. 39 S., R. 8 E., sec. 31']",Link River at Klamath Falls,"Klamath County, Oregon",,01/1910-12/1910,Monthly,"{'Discharge': 'second-feet', 'Run-off Depth': 'inches', 'Total Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Run-off', 'Maximum', 'Minimum', 'Mean']",main,1141_191,42.7319,-121.7333,Stream discharge,,1910,1912,[1910 1912],EXACT_RANGE,,False,42.7319,-121.7333,inferred_latitude,inferred_longitude,inferred,False
3146,140,38.7435,-109.5264,,,"Near Ouray, Utah",[],Green River near Ouray,,Utah County,10/01/1964-09/30/1965,Daily,"{'Discharge': 'cfs (cubic feet per second)', 'Suspended Sediment Concentration': 'ppm (parts per million)', 'Suspended Sediment Load': 'tons per day'}",Stream Discharge,"['suspended sediment', 'mean discharge', 'water year']",main,3146_140,38.7435,-109.5264,Stream discharge,,1964,1965,[1964 1965],EXACT_RANGE,,False,38.7435,-109.5264,inferred_latitude,inferred_longitude,inferred,False
2447,91,,,40.121944,-107.924444,"Hot Sulphur Springs, Colo.","['Sec 20, T.3 S., R.76 W.']",Colorado River at Hot Sulphur Springs,,"Grand County, Colorado","June 8, 1905-December 19, 1954",Variable (dates not consistent),"{'Gage_height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage height', 'Discharge', 'cfs']",main,2447_91,40.121944,-107.924444,Stream discharge,,1905,1954,[1905 1954],EXACT_RANGE,,False,40.121944,-107.924444,actual_latitude,actual_longitude,actual,False
2447,91,,,39.779167,-105.925,"39°46'45"" N 105°55'30"" W, sec 20, T.3 S., R.76 W.","['Sec 20, T.3 S., R.76 W.']",Williams Fork below Steelman Creek,,"Grand County, Colorado","May 30, 1934-June 24, 1941",Monthly or event-based (dates not consistent),"{'Gage_height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage height', 'Discharge', 'cfs']",main,2447_91,39.779167,-105.925,Stream discharge,,1934,1941,[1934 1941],EXACT_RANGE,,False,39.779167,-105.925,actual_latitude,actual_longitude,actual,False
2913,490,,,41.1681,-111.8215,"near Bountiful, Utah",[],"Mill Creek (tributary to Great Salt Lake) at Mueller Park, near Bountiful",Davis County,,,,,Stream Discharge,"['Mill Creek', 'Great Salt Lake', 'Mueller Park']",main,2913_490,41.1681,-111.8215,Stream discharge,,,,,UNPARSED,,True,41.1681,-111.8215,actual_latitude,actual_longitude,actual,False
2913,490,,,40.7608,-111.891,"near Salt Lake City, Utah",[],"Mill Creek (tributary to Jordan River) near Salt Lake City, Utah",Salt Lake County,,,,,Stream Discharge,"['Mill Creek', 'Jordan River', 'Salt Lake City']",main,2913_490,40.7608,-111.891,Stream discharge,,,,,UNPARSED,,True,40.7608,-111.891,actual_latitude,actual_longitude,actual,False
2913,490,,,42.2709,-113.904,"near Mink Creek, Idaho",[],"Mink Creek, Idaho, Mink Creek near",Cassia County,,,,,Stream Discharge,"['Mink Creek', 'Idaho']",main,2913_490,42.2709,-113.904,Stream discharge,,,,,UNPARSED,,True,42.2709,-113.904,actual_latitude,actual_longitude,actual,False
2913,490,,,42.1047,-111.5219,"near Montpelier, Idaho",[],"Montpelier, Idaho, Bear River near",Bear Lake County,,,,,Stream Discharge,"['Montpelier', 'Bear River']",main,2913_490,42.1047,-111.5219,Stream discharge,,,,,UNPARSED,,True,42.1047,-111.5219,actual_latitude,actual_longitude,actual,False
2913,490,,,41.5788,-112.0132,"near Morgan, Utah",[],"Morgan, Utah, East Canyon Creek near",Box Elder County,,,,,Stream Discharge,"['Morgan', 'East Canyon Creek']",main,2913_490,41.5788,-112.0132,Stream discharge,,,,,UNPARSED,,True,41.5788,-112.0132,actual_latitude,actual_longitude,actual,False
2913,490,,,38.9981,-112.0912,"near Mount Pleasant, Utah",[],"Mount Pleasant, Utah, Candland ditch near",Sevier County,,,,,Irrigation,"['Mount Pleasant', 'Candland ditch']",main,2913_490,38.9981,-112.0912,Irrigation,,,,,UNPARSED,,True,38.9981,-112.0912,actual_latitude,actual_longitude,actual,False
2913,490,,,40.6212,-111.8997,"near Murray, Utah",[],"Murray, Utah, Big Cottonwood Creek near",Salt Lake County,,,,,Stream Discharge,"['Murray', 'Big Cottonwood Creek']",main,2913_490,40.6212,-111.8997,Stream discharge,,,,,UNPARSED,,True,40.6212,-111.8997,actual_latitude,actual_longitude,actual,False
2913,490,,,39.7295,-111.9424,"near Nephi, Utah",[],"Nephi, Utah, Salt Creek near",Juab County,,,,,Stream Discharge,"['Nephi', 'Salt Creek']",main,2913_490,39.7295,-111.9424,Stream discharge,,,,,UNPARSED,,True,39.7295,-111.9424,actual_latitude,actual_longitude,actual,False
2913,490,,,40.9994,-112.0665,"near Newton, Utah",[],"Newton, Utah, Clarkston Creek near",Davis County,,,,,Stream Discharge,"['Newton', 'Clarkston Creek']",main,2913_490,40.9994,-112.0665,Stream discharge,,,,,UNPARSED,,True,40.9994,-112.0665,actual_latitude,actual_longitude,actual,False
3144,428,,,35.3667,-113.7333,"Near Rimrock, Ariz.",[],Rattlesnake Canyon,"Mohave County, Arizona",,10/01/1957-09/30/1958,Daily,Cubic Feet per Second (cfs),Stream Discharge,"['Discharge', 'Cubic Feet per Second']",main,3144_428,35.3667,-113.7333,Stream discharge,,1957,1958,[1957 1958],EXACT_RANGE,,False,35.3667,-113.7333,actual_latitude,actual_longitude,actual,False
3144,428,,,35.3667,-113.7333,"Near Rimrock, Ariz.",[],Rattlesnake Canyon,"Mohave County, Arizona",,10/01/1958-09/30/1959,Daily,Cubic Feet per Second (cfs),Stream Discharge,"['Discharge', 'Cubic Feet per Second']",main,3144_428,35.3667,-113.7333,Stream discharge,,1958,1959,[1958 1959],EXACT_RANGE,,False,35.3667,-113.7333,actual_latitude,actual_longitude,actual,False
3144,174,35.181111,-113.468889,35.181111,-113.468889,"upstream from mouth and 34 miles east of Kingman, Arizona","['NW sec. 29', 'T.21 N., R.11 W.']",Cottonwood Wash No. 1 near Kingman,,Maricopa County,02/01/1964-09/30/1965,Daily measurements (except missing days),"{'Discharge': 'cubic feet per second', 'Gage Height': 'feet'}",Stream Discharge,"['discharge', 'gage height', 'stream']",main,3144_174,35.181111,-113.468889,Stream discharge,,1964,1965,[1964 1965],EXACT_RANGE,,False,35.181111,-113.468889,actual_latitude,actual_longitude,actual,False
2447,116,39.658333,-106.833056,39.65,-106.833333,500 ft downstream from highway bridge at Eagle and three-quarters of a mile upstream from Brush Creek,"['T.4 S., R.84 W., sec. 33']","Eagle River at Eagle, Colo.",,Gunnison County,1911-06-04/1918-06-14,"Daily, with specific dates for peak measurements","{'Gage height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['snowmelt', 'peak flows', 'current-meter measurement']",main,2447_116,39.65,-106.833333,Stream discharge,,1911,1918,[1911 1918],EXACT_RANGE,,False,39.65,-106.833333,actual_latitude,actual_longitude,actual,False
2447,116,39.558333,-106.771667,39.561111,-106.772222,"150 ft downstream from Beecher Creek, 11 miles downstream from confluence of East and West Brush Creeks","['T.6 S., R.84 W., SE sec. 1']","Brush Creek near Eagle, Colo.",,Gunnison County,,,{'Gage height': 'feet'},Stream Discharge,"['small diversions', 'irrigation', 'snowmelt']",main,2447_116,39.561111,-106.772222,Stream discharge,,,,,UNPARSED,,True,39.561111,-106.772222,actual_latitude,actual_longitude,actual,False
2913,260,,,38.2666667,-112.8,"600 ft downstream from bridge on State Highway 21, a quarter of a mile upstream from Indian Creek, and three-quarters of a mile south of Adamsville.","['S1/2 sec. 30', 'T. 29 S., R. 8 W.']",Beaver River at Adamsville,"Box Elder County, Utah",,1914-01-01 to 1950-12-31,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['water-stage recorder', 'gage height', 'discharge', 'runoff']",main,2913_260,38.2666667,-112.8,Stream discharge,,1914,1950,[1914 1950],EXACT_RANGE,,False,38.2666667,-112.8,actual_latitude,actual_longitude,actual,False
1276,51,39.5642,-107.3256,,,"Glenwood Springs, Colorado",[],Colorado River at Glenwood Springs,,"Garfield County, Colorado",10/01/1916-12/31/1920,Monthly,"{'Discharge': 'second-feet', 'Runoff_Second-foot-days': 'second-foot-days', 'Runoff_Acre-feet': 'acre-feet'}",Stream Discharge,"['Discharge', 'Runoff', 'Second-feet', 'Acre-feet']",main,1276_51,39.5642,-107.3256,Stream discharge,,1916,1920,[1916 1920],EXACT_RANGE,,False,39.5642,-107.3256,inferred_latitude,inferred_longitude,inferred,False
3144,293,33.7,-110.6,,,"Near Winkelman, Arizona",[],San Pedro River near Winkelman,,"Gila County, Arizona",10/01/1962-09/30/1963,Daily,Cubic Feet per Second (cfs),Stream Discharge,"['Discharge', 'Cubic Feet per Second', 'WATER YEAR']",main,3144_293,33.7,-110.6,Stream discharge,,1962,1963,[1962 1963],EXACT_RANGE,,False,33.7,-110.6,inferred_latitude,inferred_longitude,inferred,False
2447,395,,,36.883333,-113.933333,"three-eighths of a mile downstream from Beaverdam Wash, three-eighths of a mile upstream from Littlefield, and 36 miles upstream from water line of Lake Mead at elevation 1,221 ft above mean sea level.","['SW+SW1 sec. 4, T.40 N., R.15 W.']",Virgin River at Littlefield,"Mohave County, Arizona",,08/09/1930-08/27/1961,Daily to Monthly,"{'Gage Height': 'feet', 'Discharge': 'cfs (cubic feet per second)'}",Stream Discharge,"['gage height', 'discharge', 'current-meter measurements', 'slope-area measurement']",main,2447_395,36.883333,-113.933333,Stream discharge,,1930,1961,[1930 1961],EXACT_RANGE,,False,36.883333,-113.933333,actual_latitude,actual_longitude,actual,False
2987,170,42.789,-120.005,,,"near Lakeview, Warner Valley, Oreg",['[TRS not provided]'],Truckee-Carson Irrigation District,,Adel,1909-1923,Monthly,second-feet,Irrigation,"['Truckee-Carson Irrigation District', 'record', 'storage']",main,2987_170,42.789,-120.005,Irrigation,,1909,1923,[1909 1923],EXACT_RANGE,,False,42.789,-120.005,inferred_latitude,inferred_longitude,inferred,False
2987,170,42.789,-120.005,,,"near Lakeview, Warner Valley, Oreg",['[TRS not provided]'],U.S. Bureau of Reclamation,,Adel,1909-1923,Unknown,second-feet,Irrigation,"['U.S. Bureau of Reclamation', 'record']",main,2987_170,42.789,-120.005,Irrigation,,1909,1923,[1909 1923],EXACT_RANGE,,False,42.789,-120.005,inferred_latitude,inferred_longitude,inferred,False
1609,20,42.7,-120.5,,,"Stone bridge below diversion, near corner of secs. 7, 8, 17, 18, T. 41 S., R. 11 E., near Merrill, Oreg.","['T. 41 S., R. 11 E.']",Lost River,,Lake County,1122/23-12/3/40,,,Stream Discharge,"['Lost River', 'discharge', 'stream']",main,1609_20,42.7,-120.5,Stream discharge,,,,,UNPARSED,no_year_<=1980_found,True,42.7,-120.5,inferred_latitude,inferred_longitude,inferred,False
2252,850,42.6667,-121.9333,,,"Chiloquin, Oreg.",[],Williamson River,Unknown,"Klamath County, Oregon",08/01/1911-05/31/1912,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Maximum', 'Minimum', 'Mean']",main,2252_850,42.6667,-121.9333,Stream discharge,,1911,1912,[1911 1912],EXACT_RANGE,,False,42.6667,-121.9333,inferred_latitude,inferred_longitude,inferred,False
2252,850,42.735,-121.7833,,,"Fort Klamath, Oreg.","['sec. 22, T. 33 S., R. 712 E.']",Wood River,Unknown,"Klamath County, Oregon",07/25/1911-11/18/1911,"{'Discharge_Measurements': 'Specific Dates', 'Daily_Gage_Height': 'Daily'}","{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Discharge', 'Gage height', 'Hydrographer']",main,2252_850,42.735,-121.7833,Stream discharge,,1911,1911,[1911],SINGLE_YEAR,,False,42.735,-121.7833,inferred_latitude,inferred_longitude,inferred,False
