id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number
2987,178,36.1033,-119.0319,,,"near Success, near Springville, River of Fork South",[],"Success, near River of Fork South",,"Tulare County, California",,,,Stream Discharge,"['Success', 'Springville', 'Fork South']",2987_178
2987,178,36.2667,-118.8833,,,"near Rivers, Three near River Kaweah",[],"Rivers, Three near River Kaweah",,"Tulare County, California",,,,Stream Discharge,"['Rivers', 'Three', 'River Kaweah']",2987_178
2987,178,36.2667,-118.8833,,,"at Kaweah, near River Fork North",[],"Kaweah, at River Fork North",,"Tulare County, California",,,,Stream Discharge,"['Kaweah', 'River Fork North']",2987_178
2987,178,36.1717,-118.8689,,,"near Springville, River Tule of Fork Middle",[],"Springville, near River Tule of Fork Middle",,"Tulare County, California",,,,Stream Discharge,"['Springville', 'River Tule', 'Fork Middle']",2987_178
2987,178,36.2667,-118.8833,,,"near Rivers, Three near River Kaweah Fork South",[],"Rivers, Three near River Kaweah Fork South",,"Tulare County, California",,,,Stream Discharge,"['Rivers', 'Three', 'River Kaweah Fork South']",2987_178
2987,178,36.1033,-119.0319,,,"near Porterville, near River Tule",[],"Porterville, near River Tule",,"Tulare County, California",,,,Stream Discharge,"['Porterville', 'River Tule']",2987_178
2987,178,35.3733,-119.0187,,,"near Bakersfield, near River Kern",[],"Bakersfield, near River",,"Kern County, California",,,,Stream Discharge,"['Bakersfield', 'River']",2987_178
2987,179,37.2,-119.8,,,"near Newman, Calif.",[],Cattle Creek (North),Madera County,Madera County,"1936-26, 1922-27",Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,,,,,"near, Calif.",[],Chiquito Meadow,,,1921-16,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Not Water Related,[],2987_179
2987,179,37.2,-119.8,,,"below Tamarack Creek, at Willow Fork of North Pitman, Calif.",[],Tamarack Creek (below Big),Madera County,Madera County,1937-11/12,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,37.6167,-121.0333,,,"near mouth of Joaquin River, Calif.",[],Joaquin River (Middle),Stanislaus County,Stanislaus County,1937-11/12,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,38.0333,-120.65,,,"mouth, Los Gatos Creek below Creek, Calif.",[],Deer Creek,Calaveras County,Calaveras County,"1932-14/17, 1937-13/16",Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,38.4694,-120.8036,,,"Bridge, Miller Creek, Calif.",[],Calaveras River,Amador County,Amador County,"1922-04/11, 1937-31",Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,36.7,-119.65,,,"near Vernalis, Calif.",[],Cattle Creek (West),Fresno County,Fresno County,"1936-27, 1922-27",Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,37.3333,-121.95,,,"near Mountain), Calif.",[],Granite Creek (East),Santa Clara County,Santa Clara County,1922-27,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,37.7833,-119.1,,,"near Vermilion Creek, Calif.",[],Hoffman River Valley,Mono County,Mono County,1921-16,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,37.3333,-121.95,,,"near Mountain, Calif.",[],Granite Creek (South),Santa Clara County,Santa Clara County,1922-27,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,36.3167,-118.9167,,,"at near mouth, East Fork, Coalinga, Calif.",[],Dinkey Creek,Tulare County,Tulare County,1937-02-13/16/11,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,179,37.7833,-119.1,,,"near Jackass, Calif.",[],Jackass Creek (South),Mono County,Mono County,1921-16,Calendar-day,"{'Discharge Rate': 'Second-feet square per mile', 'Flow Volume': 'Second-feet'}",Stream Discharge,"['Discharge', 'Second-feet', 'Peak discharge']",2987_179
2987,18,43.3333,-71.6833,43.3333,-71.6833,at mile 0.05 below dam,,"Souhegan River at Wilton, above Greenville","Merrimack, New Hampshire","Merrimack, New Hampshire",1901-1936,monthly,cfs (cubic feet per second),Stream Discharge,"['Souhegan River', 'Wilton']",2987_18
2987,18,42.9773,-71.5611,42.9773,-71.5611,at Greggs Falls dam,,Piscataquog River at Greggs Falls,"Hillsborough, New Hampshire","Hillsborough, New Hampshire",1909-1935,monthly,cfs (cubic feet per second),Stream Discharge,"['Greggs Falls', 'Piscataquog River']",2987_18
2987,18,42.2981,-71.4197,42.2981,-71.4197,at outlet of Cochituate River,,Cochituate Reservoir at Framingham,"Middlesex, Massachusetts","Middlesex, Massachusetts",1909-1935,monthly,cfs (cubic feet per second),Reservoir,"['Cochituate Reservoir', 'Framingham']",2987_18
2987,18,42.375,-71.2361,42.375,-71.2361,at outlet of Stony Brook,,"Charles River at Waltham, near Reservoir","Middlesex, Massachusetts","Middlesex, Massachusetts",1909-1935,monthly,cfs (cubic feet per second),Stream Discharge,"['Charles River', 'Waltham']",2987_18
2987,18,42.1683,-71.2078,42.1683,-71.2078,"at Dam, Plimpton",,Neponset River at Walpole,"Norfolk, Massachusetts","Norfolk, Massachusetts",1909-1935,monthly,cfs (cubic feet per second),Stream Discharge,"['Neponset River', 'Walpole']",2987_18
2987,18,41.8,-71.0639,41.8,-71.0639,"near Farm, State Norton",,Taunton River at Bridgewater,"Plymouth, Massachusetts","Plymouth, Massachusetts",1909-1935,monthly,cfs (cubic feet per second),Stream Discharge,"['Taunton River', 'Bridgewater']",2987_18
2987,18,42.7687,-71.5381,42.7687,-71.5381,"near Mill Leominster, Mass.",,Nashua River at North Nashua,"Merrimack, New Hampshire","Merrimack, New Hampshire",1930-1935,monthly,cfs (cubic feet per second),Stream Discharge,"['Nashua River', 'North Nashua']",2987_18
2987,181,,,38.5666,-121.5833,Near Elliott at Sutter Creek and nearby Goose Creek,[],Elliott near Sutter and Goose Creeks,,,1932-02-06,Calendar-day,Second-feet per square mile,Stream Discharge,"['Elliott', 'Sutter Creek', 'Goose Creek']",2987_181
2987,181,,,38.7166,-121.1333,Near Pleasant Valley at Cosumnes River North Fork,[],Pleasant Valley near Cosumnes River North Fork,,,1932-02-22,Calendar-day,Second-feet per square mile,Stream Discharge,"['Pleasant Valley', 'Cosumnes River']",2987_181
2987,181,,,38.1166,-120.9166,Near Salt Springs below Mokelumne River North Fork,[],Salt Springs near Mokelumne River North Fork,,,1932-02-06,Calendar-day,Second-feet per square mile,Springs,"['Salt Springs', 'Mokelumne River North Fork']",2987_181
2987,181,,,38.0166,-120.8166,Near Point West Hill at Mokelumne River North Fork,[],Point West Hill near Mokelumne River,,,1932-02-07,Calendar-day,Second-feet per square mile,Stream Discharge,"['Point West Hill', 'Mokelumne River']",2987_181
2987,181,,,37.956,-120.7556,"Stanislaus River, South Fork",[],Strawberry Reservoir,Calaveras County,,1937-12-11 to 1937-12-21,Calendar-day,Second-feet per square mile,Reservoir,"['Strawberry', 'Reservoir']",2987_181
2987,181,,,37.6966,-120.7955,"Stanislaus River below Lind, South Fork",[],Lyons Dam,,,1937-11-31 to 1911-01-23,Calendar-day,Second-feet per square mile,Reservoir,"['Lyons', 'Dam']",2987_181
2987,181,,,37.3666,-120.3333,Near Valley Creek,[],Cosgrove Springs,,,1936-02-22,Calendar-day,Second-feet per square mile,Springs,"['Cosgrove', 'Springs']",2987_181
2987,181,,,38.1166,-121.3666,Near Bear Creek,[],Lockeford near Bear Creek,,,1928-02-04,Calendar-day,Second-feet per square mile,Stream Discharge,"['Lockeford', 'Bear Creek']",2987_181
2987,181,,,38.1666,-121.1333,Near Clements at Murphy Creek,[],Clements near Murphy Creek,,,1932-02-07,Calendar-day,Second-feet per square mile,Stream Discharge,"['Clements', 'Murphy Creek']",2987_181
2987,181,,,37.8333,-120.8166,Near Camanche at Camanche Creek,[],Camanche near Camanche Creek,,,1932-02-29,Calendar-day,Second-feet per square mile,Stream Discharge,"['Camanche', 'Camanche Creek']",2987_181
2987,181,,,38.0666,-120.7333,Near Flat at Railroad near West Mokelumne River South Fork,[],Flat near Mokelumne River,,,1932-02-22,Calendar-day,Second-feet per square mile,Stream Discharge,"['Flat', 'Mokelumne River']",2987_181
2987,181,,,38.15,-120.8833,"Near Point Peak at Pardoe Creek, Cold Bear Middle Fork Mokelumne River",[],Point Peak near Mokelumne River,,,1937-12-17,Calendar-day,Second-feet per square mile,Stream Discharge,"['Point Peak', 'Mokelumne River']",2987_181
2987,181,,,38.1666,-120.9166,Near Clements at Mokelumne River,[],Clements near Mokelumne River,,,1933-01-17,Calendar-day,Second-feet per square mile,Stream Discharge,"['Clements', 'Mokelumne River']",2987_181
2987,181,,,38.6333,-120.7166,Near Volcano at Dry Creek,[],Volcano near Dry Creek,,,1932-02-06,Calendar-day,Second-feet per square mile,Stream Discharge,"['Volcano', 'Dry Creek']",2987_181
2987,183,41.0,-122.5,,,at Ono at Cedro Creek,[],Cedro Creek,"Shasta County, California",,11/06/1911-12/31/1914,Calendar-day,Second-feet square per mile,Stream Discharge,"['Second-feet', 'per square mile']",2987_183
2987,183,40.6,-122.4,,,near Redding at Cow Creek,[],Cow Creek,"Shasta County, California",,12/11/1937-12/31/1913,Calendar-day,Second-feet square per mile,Stream Discharge,"['Second-feet', 'per square mile']",2987_183
2987,183,41.5,-122.0,,,near Baird at McCloud River,[],McCloud Creek,"Siskiyou County, California",,02/25/1917,Calendar-day,Second-feet square per mile,Stream Discharge,"['Second-feet', 'per square mile']",2987_183
2987,183,41.4,-122.1,,,near Gregory,[],McCloud River,"Siskiyou County, California",,02/16/1904-08/08/1904,Calendar-day,Second-feet square per mile,Stream Discharge,"['Second-feet', 'per square mile']",2987_183
2987,183,40.9,-122.3,,,near Shasta at Millville,[],Clear Creek,"Shasta County, California",,02/26/1912-01/13/1914,Calendar-day,Second-feet square per mile,Stream Discharge,"['Second-feet', 'per square mile']",2987_183
2987,183,40.8,-122.4,,,at Millville at Clover Creek,[],Clover Creek,"Shasta County, California",,01/21/1914,Calendar-day,Second-feet square per mile,Stream Discharge,"['Second-feet', 'per square mile']",2987_183
2987,184,39.45,-120.75,,,"Unknown specific location, inference based on document context",,East Park Reservoir,,California (exact county inferred from location),1910-1937,"Annual, as per dates provided in table","['cubic feet per second', 'acres']",Reservoir,"['storage', 'reservoir']",2987_184
2987,184,39.25,-121.15,39.25,-121.15,['near Prattville'],,Hamilton Branch,,"California, Yuba County (inferred based on known river path)",1905-1937,"Annual, as per dates provided in table",['cubic feet per second'],Stream Discharge,"['Hamilton Branch', 'discharge']",2987_184
2987,184,39.5,-121.55,39.5,-121.55,"['at and near Oroville', 'near Storrie']",,Feather River (various locations),,"California, Butte County (inferred based on known river path)",1905-1937,"Annual, as per dates provided in table",['cubic feet per second'],Stream Discharge,"['Feather River', 'discharge']",2987_184
2987,184,39.25,-121.15,39.25,-121.15,"['near Prattville', 'at Big Bar', 'at Big Bend']",,North Fork of Feather River (various locations),,"California, Yuba County (inferred based on known river path)",1905-1937,"Annual, as per dates provided in table",['cubic feet per second'],Stream Discharge,"['North Fork of Feather River', 'discharge']",2987_184
2987,184,40.42,-120.57,,,"Unknown specific location, inference based on document context",,Lake Almanor,,California (exact county inferred from location),1913-1937,"Annual, as per dates provided in table","['cubic feet per second', 'acres']",Reservoir,"['storage', 'reservoir']",2987_184
2987,184,39.45,-120.75,,,"Unknown specific location, inference based on document context",,Stony Gorge Reservoir,,California (exact county inferred from location),1928-1937,"Annual, as per dates provided in table","['cubic feet per second', 'acres']",Reservoir,"['storage', 'reservoir']",2987_184
2987,185,,,,,,[],American River at near of Fork North,Calif,,1911-01-01-1917-12-31,Yearly,Second-feet,Stream Discharge,"['River', 'Fork', 'discharge']",2987_185
2987,185,,,,,,[],Silver Lake at outlet of Lakes,Calif,,1929-01-01-1937-12-31,Yearly,Second-feet,Reservoir,"['Lake', 'discharge']",2987_185
2987,185,,,,,,[],Rubicon River near of Fork South,Calif,,1911-01-01-1917-12-31,Yearly,Second-feet,Stream Discharge,"['River', 'Fork', 'discharge']",2987_185
2987,185,,,,,,[],Smartville Creek near Jackson,Calif,,1911-01-01-1917-12-31,Yearly,Second-feet,Stream Discharge,"['Creek', 'discharge']",2987_185
2987,185,,,,,,[],Bowman Creek at Colfax,Calif,,1935-01-01-1937-12-31,Yearly,Second-feet,Stream Discharge,"['Creek', 'discharge']",2987_185
2987,185,,,,,,[],Jackson Creek,Calif,,1926-01-01-1930-12-31,Yearly,Second-feet,Stream Discharge,"['Creek', 'discharge']",2987_185
2987,185,,,,,,[],"Quintette Springs, at Rubicon of River",Calif,,1911-01-01-1917-12-31,Yearly,Second-feet,Springs,"['Springs', 'River']",2987_185
2987,185,,,,,,[],"Bear River below mouth, at Canyon",Calif,,1927-01-01-1937-12-31,Yearly,Second-feet,Stream Discharge,"['River', 'discharge']",2987_185
2987,185,,,,,,[],"Lake above mouth, at Canyon",Calif,,1926-01-01-1930-12-31,Yearly,Second-feet,Reservoir,"['Lake', 'discharge']",2987_185
2987,185,,,,,,[],Creek above Canyon,Calif,,1926-01-01-1930-12-31,Yearly,Second-feet,Stream Discharge,"['Creek', 'discharge']",2987_185
2987,185,,,,,,[],Canyon below Canyon,Calif,,1927-01-01-1937-12-31,Yearly,Second-feet,Stream Discharge,"['Creek', 'discharge']",2987_185
2987,186,38.6833333,-122.1166667,,,"at Cache Creek, California",[],Cache Creek,unknown,Yolo County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'Creek']",2987_186
2987,186,42.5,-121.75,,,"near Klamath River, California",[],Klamath River,unknown,"Del Norte County, Oregon (Chiloquin)",MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'River']",2987_186
2987,186,40.4166667,-124.1166667,,,"at Eel River, California",[],Eel River,unknown,Humboldt County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'River']",2987_186
2987,186,38.7,-122.8166667,,,"at Russian River, California",[],Russian River,unknown,Sonoma County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'River']",2987_186
2987,186,38.7,-120.9333333,,,"near Plum Creek, California",[],Riverton Creek,unknown,Placer County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'Creek']",2987_186
2987,186,38.6833333,-122.1166667,,,"near Putah Creek, California",[],Putah Creek,unknown,Solano County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'Creek']",2987_186
2987,186,38.5333333,-122.2666667,,,"near Napa River, California",[],Napa River,unknown,Napa County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'River']",2987_186
2987,186,38.3833333,-121.9666667,,,"near Alder Creek, California",[],Whitehall Creek,unknown,Solano County,MM/DD/YYYY-MM/DD/YYYY,Second,feet,Stream Discharge,"['discharge', 'Creek']",2987_186
2987,187,,,42.1512,-121.7414,Near Spencer River at Klamath,['[No specific TRS data available]'],Klamath River at Keno,"Klamath County, Oregon",,"May 12, 1904-May 10, 1930",Daily (Calendar-day),Second-feet per square mile,Stream Discharge,"['discharge', 'peak', 'momentary']",2987_187
2987,187,,,41.7992,-123.0895,"Near Seiad Valley, near River Klamath",['[No specific TRS data available]'],Klamath River at Seiad Valley,"Siskiyou County, California",,"January 31, 1913-December 18, 1927",Daily (Calendar-day),Second-feet per square mile,Stream Discharge,"['discharge', 'peak']",2987_187
2987,187,,,43.6167,-120.7253,Near Silver near Creek Sycan and Bly Lake,['[No specific TRS data available]'],Sycan River at Bly Lake,"Lake County, Oregon",,"May 19, 1918-May 20, 1926",Daily (Calendar-day),Second-feet per square mile,Stream Discharge,"['discharge', 'peak']",2987_187
2987,187,,,44.5903,-121.3615,"Near Beatty (below), near Sprague River",['[No specific TRS data available]'],Sprague River at Beatty (below),"Jefferson County, Oregon",,"May 21, 1928-April 29, 1922",Daily (Calendar-day),Second-feet per square mile,Stream Discharge,"['discharge', 'peak']",2987_187
2987,187,,,41.8822,-123.0864,"Near Somesbar, near River Klamath at Requa",['[No specific TRS data available]'],Klamath River at Requa,"Siskiyou County, California",,"February 15, 1904-May 21, 1928",Daily (Calendar-day),Second-feet per square mile,Stream Discharge,"['discharge', 'peak']",2987_187
2987,189,47.8833,-124.0833,,,near Queets River,[],Queets River,,"Grays Harbor County, Washington",1935-01-22 to 1917,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,48.1667,-124.0167,,,at Snider River at Beaver,[],Snider River,,"Clallam County, Washington",1918-11-12 to 1921-09-27,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,47.7333,-122.9333,,,near Quilcene River at Little Quilcene River near Dungeness River,[],Quilcene River,,"Jefferson County, Washington",1900-12-20 to 1927-01-02,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,47.4667,-123.3333,,,near Clearwater River,[],Clearwater River,,"Grays Harbor County, Washington",1932-02-26 to 1935-01-24,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,48.0667,-123.3833,,,at Elwha River at Port Angeles Bridge,[],Elwha River,,"Clallam County, Washington",1923-06-13 to 1937-02-28,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,47.0166,-123.3833,,,near Satsop,[],Satsop River,,"Grays Harbor County, Washington",1931-03-31 to 1935-01-22,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,46.9706,-123.0707,,,near Chehalis,[],Chehalis River,,"Grays Harbor County, Washington",1931-04-01 to 1937-12-29,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,47.9667,-123.9833,,,at Quinault River at Lake,[],Quinault River,,"Grays Harbor County, Washington",1924-12-21 to 1937-06-13,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,189,46.1495,-123.1199,,,near Naselle,[],Naselle River,,"Columbia County, Washington",1933-01-22 to 1935-12-10,Calendar-day,Second-feet,Stream Discharge,"['discharge', 'Second-feet']",2987_189
2987,19,48.75,-115.25,,,Near Kootenai River,[],"Yaak River near Troy, at Creek Callahan",,"Lincoln County, Montana",1912-05/1934-04,Calendar-day,Second-feet square per mile,Stream Discharge,"['discharge', 'Calendar-day']",2987_19
2987,19,41.7967,-71.5128,,,At dam at Natick at Ponaganset R. I.,"['[TRS, TRS, ...]']",Ponaganset River,"Providence County, Rhode Island","Providence County, Rhode Island",1936-March to March 1936,Unknown,Second-feet per square mile,Stream Discharge,"['Second-feet', 'Calendar-day discharge']",2987_19
2987,19,41.8242,-71.4184,,,At dam at East Providence at Woonasquatucket R. I.,"['[TRS, TRS, ...]']",Woonasquatucket River,"Providence County, Rhode Island","Providence County, Rhode Island",1936-March to March 1936,Unknown,Second-feet per square mile,Stream Discharge,"['Second-feet', 'Calendar-day discharge']",2987_19
2987,19,41.8242,-71.4184,,,At dam at Scituate at Providence R. I.,"['[TRS, TRS, ...]']",Pawtuxet River,"Providence County, Rhode Island","Providence County, Rhode Island",1936-March to March 1936,Unknown,Second-feet per square mile,Stream Discharge,"['Second-feet', 'Calendar-day discharge']",2987_19
2987,19,42.1167,-71.5667,,,"At dam at Northbridge, Blackstone Mass.","['[TRS, TRS, ...]']",Blackstone River (Northbridge),"Worcester County, Massachusetts","Worcester County, Massachusetts",1936-03-19 to March 1936,Unknown,Second-feet per square mile,Stream Discharge,"['Second-feet', 'Calendar-day discharge']",2987_19
2987,19,42.1167,-71.5667,,,"Near Norton Reservoir, at outlet near Norton Mass.","['[TRS, TRS, ...]']",Blackstone River,"Worcester County, Massachusetts","Worcester County, Massachusetts",1936-03-13 to 1936-03-19,Unknown,Second-feet per square mile,Stream Discharge,"['Second-feet', 'Calendar-day discharge', 'discharge']",2987_19
2987,19,41.8,-71.5,,,"At dam at Blackstone, Woonsocket R. I.","['[TRS, TRS, ...]']",Blackstone River (R. I.),"Providence County, Rhode Island","Providence County, Rhode Island",1936-03-19 to March 1936,Unknown,Second-feet per square mile,Stream Discharge,"['Second-feet', 'Calendar-day discharge']",2987_19
2987,190,47.7975,-123.1777,,,"near Potlatch, Wash",[],South Fork of Skokomish River,,"Mason County, Washington",,,,Stream Discharge,"['South Fork of Skokomish River', 'near Potlatch']",2987_190
2987,190,47.855,-123.1975,,,"below Staircase Rapids, near Hoodsport, Wash",[],North Fork of Skokomish River,,"Mason County, Washington",,,,Stream Discharge,"['North Fork of Skokomish River', 'near Hoodsport']",2987_190
2987,190,47.8481,-123.1694,,,"at mouth, near Hoodsport, Waah",[],Hamma Hamma River,,"Mason County, Washington",,,,Stream Discharge,"['Hamma Hamma River', 'near Hoodsport']",2987_190
2987,190,47.9365,-123.0188,,,"near Duckabush, Wash",[],Duckabush River,,"Jefferson County, Washington",,,,Stream Discharge,"['Duckabush River', 'near Duckabush']",2987_190
2987,190,47.0568,-122.2421,,,"near Ashford, Wash",[],Nisqually River,,"Pierce County, Washington",,,,Stream Discharge,"['Nisqually River', 'near Ashford']",2987_190
2987,191,47.6062,-122.3321,,,Washington,[],Berlin Creek,,King,05/1911-11/1933,Calendar-day and Momentary,"['Second-feet square per mile', 'Second-feet']",Stream Discharge,"['discharge', 'Calendar-day', 'Momentary']",2987_191
2987,191,47.6062,-122.3321,,,Washington,[],Index Creek,,King,26/02/1932-11/01/1917,Calendar-day and Momentary,"['Second-feet square per mile', 'Second-feet']",Stream Discharge,"['discharge', 'Calendar-day', 'Momentary']",2987_191
2987,191,47.6062,-122.3321,,,Washington,[],Skykomish River near Skykomish,,King,19/11/1911-12/1929,Calendar-day and Momentary,"['Second-feet square per mile', 'Second-feet']",Stream Discharge,"['discharge', 'Calendar-day', 'Momentary']",2987_191
2987,191,47.6062,-122.3321,,,Washington,[],Miller River near Miller River at Index,,King,19/13/1932-12/1911,Calendar-day and Momentary,"['Second-feet square per mile', 'Second-feet']",Stream Discharge,"['discharge', 'Calendar-day', 'Momentary']",2987_191
2987,191,47.6062,-122.3321,,,Washington,[],"Snoqualmie River near Snoqualmie Falls, cable bridge at North Fork of Middle Fork",,King,26/02/1929-18/12/1907,Calendar-day and Momentary,"['Second-feet square per mile', 'Second-feet']",Stream Discharge,"['discharge', 'Calendar-day', 'Momentary']",2987_191
2987,192,,,48.6833,-121.1169,"Near Sauk Fork, Washington",[],Suiattle River,Whatcom County,,1910-11-21 to 1937-11-26,Annual,cfs (cubic feet per second),Stream Discharge,"['Discharge', 'Flood']",2987_192
2987,192,,,47.8897,-122.1045,"Near Arlington, Washington",[],Stillaguamish River,King County,,1909-12-07 to 1937-11-26,Annual,cfs (cubic feet per second),Stream Discharge,"['Discharge', 'Flood']",2987_192
2987,192,,,48.8378,-122.2967,"Near Deming, Washington",[],Nooksack River,Whatcom County,,1910-11-21 to 1937-11-26,Annual,cfs (cubic feet per second),Stream Discharge,"['Discharge', 'Flood']",2987_192
2987,194,,,46.9,-113.98,"below Missoula, Mont.",[],Clark Fork River,"Missoula County, Montana",,May 1898 - June 1933,Monthly,cfs (cubic feet per second),Stream Discharge,"['discharge', 'flood']",2987_194
2987,194,,,47.05,-114.02,"near Quigley, Mont.",[],Rock Creek,"Missoula County, Montana",,May 1898 - June 1933,Monthly,cfs (cubic feet per second),Stream Discharge,"['discharge', 'flood']",2987_194
2987,194,,,47.25,-113.5,"near Darby, Mont.",[],Blackfoot River,"Missoula County, Montana",,May 1898 - June 1933,Monthly,cfs (cubic feet per second),Stream Discharge,"['discharge', 'flood']",2987_194
2987,194,,,48.37,-115.22,"near Stevensville, Mont.",[],Columbia River,"Lincoln County, Montana",,May 1898 - June 1933,Monthly,cfs (cubic feet per second),Stream Discharge,"['discharge', 'flood']",2987_194
2987,194,,,47.0,-114.0,"near Copeland, Idaho",[],Trout Creek,"Missoula County, Montana",,May 1898 - June 1933,Monthly,cfs (cubic feet per second),Stream Discharge,"['discharge', 'flood']",2987_194
2987,197,47.43,-120.33,,,"at Wenatchee, Wash",[],Wenatchee River,,Chelan County,June June September June Dec. (June),Momentary,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,48.35,-119.8,,,"near Conconully, Okanogan",[],Salmon River,,Okanogan County,"July 3, 1934 - Apr. 24, 1912",Momentary,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,47.6621,-117.4336,,,"near Keller, Wash",[],Spokane River,Spokane County,Spokane County,"Apr. 16, 1913 - Apr. 15, 1921",Calendar-day,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,47.83,-120.75,,,"at Entiat, Wash",[],Entiat River,,Chelan County,"June 8, 1927 - September (June)",Calendar-day,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,47.95,-120.0,,,"at Chelan, Wash",[],Chelan River,,Chelan County,"June 2, 1936 - June (May)",Momentary,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,48.0,-120.5,,,"near near Twin Loomis, Wash",[],Sinlahekin River,,Okanogan County,"May 18, 1921 - Apr. 11, 1906",Calendar-day,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,48.0,-119.5,,,"near Loomis, Wash",[],Similkameen River,,Okanogan County,"Apr. 27, 1916 - June 25, 1922",Momentary,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,48.2833,-119.7,,,"near Aeneas, Nespelem, Okanogan",[],Nespelem Okanogan,,Okanogan County,"June 27, 1934 - June 5, 1922",Calendar-day,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,48.35,-120.3,,,"near Twisp, Wash",[],Methow River,,Okanogan County,"June 5, 1921 - May 2, 1913",Calendar-day,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
2987,197,48.65,-120.0,,,"near Loomis, Wash",[],Little Sanpoil,,Okanogan County,"Apr. 25, 1919 - June 5, 1928",Momentary,Second-feet square per mile,Stream Discharge,"['peak charge', 'discharge']",2987_197
